fecha,mes,anio,servicio,tipo_pago,afluencia
2022-04-25,Abril,2022,Expdirecto,Boleto,2832
2022-04-25,Abril,2022,Expdirecto,Prepago,363
2022-04-25,Abril,2022,Expdirecto,Gratuidad,655
2022-04-26,Abril,2022,Expdirecto,Boleto,2807
2022-04-26,Abril,2022,Expdirecto,Prepago,353
2022-04-26,Abril,2022,Expdirecto,Gratuidad,650
2022-04-27,Abril,2022,Expdirecto,Boleto,2816
2022-04-27,Abril,2022,Expdirecto,Prepago,409
2022-04-27,Abril,2022,Expdirecto,Gratuidad,656
2022-04-28,Abril,2022,Expdirecto,Boleto,2717
2022-04-28,Abril,2022,Expdirecto,Prepago,333
2022-04-28,Abril,2022,Expdirecto,Gratuidad,629
2022-04-29,Abril,2022,Expdirecto,Boleto,2658
2022-04-29,Abril,2022,Expdirecto,Prepago,306
2022-04-29,Abril,2022,Expdirecto,Gratuidad,619
2022-04-30,Abril,2022,Expdirecto,Boleto,561
2022-04-30,Abril,2022,Expdirecto,Prepago,68
2022-04-30,Abril,2022,Expdirecto,Gratuidad,133
2022-01-01,Enero,2022,Expreso,Boleto,14831
2022-01-01,Enero,2022,Expreso,Prepago,967
2022-01-01,Enero,2022,Expreso,Gratuidad,2577
2022-01-02,Enero,2022,Expreso,Boleto,29273
2022-01-02,Enero,2022,Expreso,Prepago,1817
2022-01-02,Enero,2022,Expreso,Gratuidad,5084
2022-01-03,Enero,2022,Expreso,Boleto,52483
2022-01-03,Enero,2022,Expreso,Prepago,5083
2022-01-03,Enero,2022,Expreso,Gratuidad,9126
2022-01-04,Enero,2022,Expreso,Boleto,47758
2022-01-04,Enero,2022,Expreso,Prepago,5535
2022-01-04,Enero,2022,Expreso,Gratuidad,8309
2022-01-05,Enero,2022,Expreso,Boleto,47776
2022-01-05,Enero,2022,Expreso,Prepago,4982
2022-01-05,Enero,2022,Expreso,Gratuidad,8305
2022-01-06,Enero,2022,Expreso,Boleto,45172
2022-01-06,Enero,2022,Expreso,Prepago,4534
2022-01-06,Enero,2022,Expreso,Gratuidad,7851
2022-01-07,Enero,2022,Expreso,Boleto,50164
2022-01-07,Enero,2022,Expreso,Prepago,4391
2022-01-07,Enero,2022,Expreso,Gratuidad,8722
2022-01-08,Enero,2022,Expreso,Boleto,36670
2022-01-08,Enero,2022,Expreso,Prepago,2638
2022-01-08,Enero,2022,Expreso,Gratuidad,6356
2022-01-09,Enero,2022,Expreso,Boleto,25857
2022-01-09,Enero,2022,Expreso,Prepago,1821
2022-01-09,Enero,2022,Expreso,Gratuidad,4489
2022-01-10,Enero,2022,Expreso,Boleto,73627
2022-01-10,Enero,2022,Expreso,Prepago,5562
2022-01-10,Enero,2022,Expreso,Gratuidad,12784
2022-01-11,Enero,2022,Expreso,Boleto,80540
2022-01-11,Enero,2022,Expreso,Prepago,6462
2022-01-11,Enero,2022,Expreso,Gratuidad,13993
2022-01-12,Enero,2022,Expreso,Boleto,76737
2022-01-12,Enero,2022,Expreso,Prepago,6416
2022-01-12,Enero,2022,Expreso,Gratuidad,13342
2022-01-13,Enero,2022,Expreso,Boleto,79679
2022-01-13,Enero,2022,Expreso,Prepago,6308
2022-01-13,Enero,2022,Expreso,Gratuidad,13837
2022-01-14,Enero,2022,Expreso,Boleto,83152
2022-01-14,Enero,2022,Expreso,Prepago,6291
2022-01-14,Enero,2022,Expreso,Gratuidad,14443
2022-01-15,Enero,2022,Expreso,Boleto,50939
2022-01-15,Enero,2022,Expreso,Prepago,3448
2022-01-15,Enero,2022,Expreso,Gratuidad,8839
2022-01-16,Enero,2022,Expreso,Boleto,37386
2022-01-16,Enero,2022,Expreso,Prepago,2281
2022-01-16,Enero,2022,Expreso,Gratuidad,6476
2022-01-17,Enero,2022,Expreso,Boleto,76894
2022-01-17,Enero,2022,Expreso,Prepago,6083
2022-01-17,Enero,2022,Expreso,Gratuidad,13364
2022-01-18,Enero,2022,Expreso,Boleto,77544
2022-01-18,Enero,2022,Expreso,Prepago,6525
2022-01-18,Enero,2022,Expreso,Gratuidad,13480
2022-01-19,Enero,2022,Expreso,Boleto,80522
2022-01-19,Enero,2022,Expreso,Prepago,6571
2022-01-19,Enero,2022,Expreso,Gratuidad,13990
2022-01-20,Enero,2022,Expreso,Boleto,76834
2022-01-20,Enero,2022,Expreso,Prepago,5972
2022-01-20,Enero,2022,Expreso,Gratuidad,13361
2022-01-21,Enero,2022,Expreso,Boleto,75964
2022-01-21,Enero,2022,Expreso,Prepago,6170
2022-01-21,Enero,2022,Expreso,Gratuidad,13209
2022-01-22,Enero,2022,Expreso,Boleto,51054
2022-01-22,Enero,2022,Expreso,Prepago,3326
2022-01-22,Enero,2022,Expreso,Gratuidad,8869
2022-01-23,Enero,2022,Expreso,Boleto,37443
2022-01-23,Enero,2022,Expreso,Prepago,2454
2022-01-23,Enero,2022,Expreso,Gratuidad,6496
2022-01-24,Enero,2022,Expreso,Boleto,83075
2022-01-24,Enero,2022,Expreso,Prepago,6957
2022-01-24,Enero,2022,Expreso,Gratuidad,14454
2022-01-25,Enero,2022,Expreso,Boleto,80368
2022-01-25,Enero,2022,Expreso,Prepago,6591
2022-01-25,Enero,2022,Expreso,Gratuidad,13963
2022-01-26,Enero,2022,Expreso,Boleto,77863
2022-01-26,Enero,2022,Expreso,Prepago,7069
2022-01-26,Enero,2022,Expreso,Gratuidad,13535
2022-01-27,Enero,2022,Expreso,Boleto,79833
2022-01-27,Enero,2022,Expreso,Prepago,6902
2022-01-27,Enero,2022,Expreso,Gratuidad,13881
2022-01-28,Enero,2022,Expreso,Boleto,82560
2022-01-28,Enero,2022,Expreso,Prepago,6818
2022-01-28,Enero,2022,Expreso,Gratuidad,14340
2022-01-29,Enero,2022,Expreso,Boleto,54409
2022-01-29,Enero,2022,Expreso,Prepago,3584
2022-01-29,Enero,2022,Expreso,Gratuidad,9454
2022-01-30,Enero,2022,Expreso,Boleto,41424
2022-01-30,Enero,2022,Expreso,Prepago,2296
2022-01-30,Enero,2022,Expreso,Gratuidad,7192
2022-01-31,Enero,2022,Expreso,Boleto,92536
2022-01-31,Enero,2022,Expreso,Prepago,7514
2022-01-31,Enero,2022,Expreso,Gratuidad,16092
2022-02-01,Febrero,2022,Expreso,Boleto,90657
2022-02-01,Febrero,2022,Expreso,Prepago,8450
2022-02-01,Febrero,2022,Expreso,Gratuidad,22769
2022-02-02,Febrero,2022,Expreso,Boleto,90255
2022-02-02,Febrero,2022,Expreso,Prepago,8358
2022-02-02,Febrero,2022,Expreso,Gratuidad,22654
2022-02-03,Febrero,2022,Expreso,Boleto,90691
2022-02-03,Febrero,2022,Expreso,Prepago,8800
2022-02-03,Febrero,2022,Expreso,Gratuidad,22760
2022-02-04,Febrero,2022,Expreso,Boleto,90089
2022-02-04,Febrero,2022,Expreso,Prepago,8425
2022-02-04,Febrero,2022,Expreso,Gratuidad,22612
2022-02-05,Febrero,2022,Expreso,Boleto,56820
2022-02-05,Febrero,2022,Expreso,Prepago,4178
2022-02-05,Febrero,2022,Expreso,Gratuidad,14245
2022-02-06,Febrero,2022,Expreso,Boleto,44173
2022-02-06,Febrero,2022,Expreso,Prepago,2722
2022-02-06,Febrero,2022,Expreso,Gratuidad,11077
2022-02-07,Febrero,2022,Expreso,Boleto,56539
2022-02-07,Febrero,2022,Expreso,Prepago,3804
2022-02-07,Febrero,2022,Expreso,Gratuidad,14190
2022-02-08,Febrero,2022,Expreso,Boleto,97631
2022-02-08,Febrero,2022,Expreso,Prepago,8830
2022-02-08,Febrero,2022,Expreso,Gratuidad,24513
2022-02-09,Febrero,2022,Expreso,Boleto,103540
2022-02-09,Febrero,2022,Expreso,Prepago,9626
2022-02-09,Febrero,2022,Expreso,Gratuidad,25982
2022-02-10,Febrero,2022,Expreso,Boleto,102441
2022-02-10,Febrero,2022,Expreso,Prepago,9613
2022-02-10,Febrero,2022,Expreso,Gratuidad,25706
2022-02-11,Febrero,2022,Expreso,Boleto,103664
2022-02-11,Febrero,2022,Expreso,Prepago,9394
2022-02-11,Febrero,2022,Expreso,Gratuidad,26024
2022-02-12,Febrero,2022,Expreso,Boleto,65419
2022-02-12,Febrero,2022,Expreso,Prepago,4527
2022-02-12,Febrero,2022,Expreso,Gratuidad,16388
2022-02-13,Febrero,2022,Expreso,Boleto,49292
2022-02-13,Febrero,2022,Expreso,Prepago,2883
2022-02-13,Febrero,2022,Expreso,Gratuidad,12364
2022-02-14,Febrero,2022,Expreso,Boleto,106478
2022-02-14,Febrero,2022,Expreso,Prepago,9035
2022-02-14,Febrero,2022,Expreso,Gratuidad,26735
2022-02-15,Febrero,2022,Expreso,Boleto,102346
2022-02-15,Febrero,2022,Expreso,Prepago,10026
2022-02-15,Febrero,2022,Expreso,Gratuidad,25691
2022-02-16,Febrero,2022,Expreso,Boleto,102479
2022-02-16,Febrero,2022,Expreso,Prepago,10627
2022-02-16,Febrero,2022,Expreso,Gratuidad,25721
2022-02-17,Febrero,2022,Expreso,Boleto,103384
2022-02-17,Febrero,2022,Expreso,Prepago,10388
2022-02-17,Febrero,2022,Expreso,Gratuidad,25959
2022-02-18,Febrero,2022,Expreso,Boleto,102867
2022-02-18,Febrero,2022,Expreso,Prepago,10195
2022-02-18,Febrero,2022,Expreso,Gratuidad,25841
2022-02-19,Febrero,2022,Expreso,Boleto,64965
2022-02-19,Febrero,2022,Expreso,Prepago,5109
2022-02-19,Febrero,2022,Expreso,Gratuidad,16304
2022-02-20,Febrero,2022,Expreso,Boleto,49331
2022-02-20,Febrero,2022,Expreso,Prepago,3365
2022-02-20,Febrero,2022,Expreso,Gratuidad,12366
2022-02-21,Febrero,2022,Expreso,Boleto,106169
2022-02-21,Febrero,2022,Expreso,Prepago,9656
2022-02-21,Febrero,2022,Expreso,Gratuidad,26644
2022-02-22,Febrero,2022,Expreso,Boleto,103720
2022-02-22,Febrero,2022,Expreso,Prepago,10494
2022-02-22,Febrero,2022,Expreso,Gratuidad,26063
2022-02-23,Febrero,2022,Expreso,Boleto,111348
2022-02-23,Febrero,2022,Expreso,Prepago,10617
2022-02-23,Febrero,2022,Expreso,Gratuidad,27947
2022-02-24,Febrero,2022,Expreso,Boleto,107544
2022-02-24,Febrero,2022,Expreso,Prepago,10597
2022-02-24,Febrero,2022,Expreso,Gratuidad,27008
2022-02-25,Febrero,2022,Expreso,Boleto,97504
2022-02-25,Febrero,2022,Expreso,Prepago,8956
2022-02-25,Febrero,2022,Expreso,Gratuidad,24489
2022-02-26,Febrero,2022,Expreso,Boleto,64968
2022-02-26,Febrero,2022,Expreso,Prepago,4849
2022-02-26,Febrero,2022,Expreso,Gratuidad,16292
2022-02-27,Febrero,2022,Expreso,Boleto,47990
2022-02-27,Febrero,2022,Expreso,Prepago,2823
2022-02-27,Febrero,2022,Expreso,Gratuidad,12031
2022-02-28,Febrero,2022,Expreso,Boleto,99013
2022-02-28,Febrero,2022,Expreso,Prepago,8275
2022-02-28,Febrero,2022,Expreso,Gratuidad,24874
2022-03-01,Marzo,2022,Expreso,Boleto,106221
2022-03-01,Marzo,2022,Expreso,Prepago,10581
2022-03-01,Marzo,2022,Expreso,Gratuidad,36781
2022-03-02,Marzo,2022,Expreso,Boleto,114879
2022-03-02,Marzo,2022,Expreso,Prepago,10789
2022-03-02,Marzo,2022,Expreso,Gratuidad,39779
2022-03-03,Marzo,2022,Expreso,Boleto,108033
2022-03-03,Marzo,2022,Expreso,Prepago,11376
2022-03-03,Marzo,2022,Expreso,Gratuidad,37408
2022-03-04,Marzo,2022,Expreso,Boleto,108156
2022-03-04,Marzo,2022,Expreso,Prepago,10586
2022-03-04,Marzo,2022,Expreso,Gratuidad,37451
2022-03-05,Marzo,2022,Expreso,Boleto,75528
2022-03-05,Marzo,2022,Expreso,Prepago,5847
2022-03-05,Marzo,2022,Expreso,Gratuidad,26156
2022-03-06,Marzo,2022,Expreso,Boleto,54119
2022-03-06,Marzo,2022,Expreso,Prepago,3637
2022-03-06,Marzo,2022,Expreso,Gratuidad,18741
2022-03-07,Marzo,2022,Expreso,Boleto,113442
2022-03-07,Marzo,2022,Expreso,Prepago,10745
2022-03-07,Marzo,2022,Expreso,Gratuidad,39286
2022-03-08,Marzo,2022,Expreso,Boleto,106585
2022-03-08,Marzo,2022,Expreso,Prepago,10970
2022-03-08,Marzo,2022,Expreso,Gratuidad,36914
2022-03-09,Marzo,2022,Expreso,Boleto,104072
2022-03-09,Marzo,2022,Expreso,Prepago,11029
2022-03-09,Marzo,2022,Expreso,Gratuidad,36040
2022-03-10,Marzo,2022,Expreso,Boleto,107667
2022-03-10,Marzo,2022,Expreso,Prepago,11068
2022-03-10,Marzo,2022,Expreso,Gratuidad,37285
2022-03-11,Marzo,2022,Expreso,Boleto,111642
2022-03-11,Marzo,2022,Expreso,Prepago,10454
2022-03-11,Marzo,2022,Expreso,Gratuidad,38661
2022-03-12,Marzo,2022,Expreso,Boleto,74742
2022-03-12,Marzo,2022,Expreso,Prepago,5894
2022-03-12,Marzo,2022,Expreso,Gratuidad,25881
2022-03-13,Marzo,2022,Expreso,Boleto,54009
2022-03-13,Marzo,2022,Expreso,Prepago,3291
2022-03-13,Marzo,2022,Expreso,Gratuidad,18702
2022-03-14,Marzo,2022,Expreso,Boleto,110267
2022-03-14,Marzo,2022,Expreso,Prepago,10637
2022-03-14,Marzo,2022,Expreso,Gratuidad,38184
2022-03-15,Marzo,2022,Expreso,Boleto,107416
2022-03-15,Marzo,2022,Expreso,Prepago,11082
2022-03-15,Marzo,2022,Expreso,Gratuidad,37199
2022-03-16,Marzo,2022,Expreso,Boleto,112461
2022-03-16,Marzo,2022,Expreso,Prepago,12309
2022-03-16,Marzo,2022,Expreso,Gratuidad,38950
2022-03-17,Marzo,2022,Expreso,Boleto,109893
2022-03-17,Marzo,2022,Expreso,Prepago,12411
2022-03-17,Marzo,2022,Expreso,Gratuidad,38059
2022-03-18,Marzo,2022,Expreso,Boleto,108632
2022-03-18,Marzo,2022,Expreso,Prepago,11904
2022-03-18,Marzo,2022,Expreso,Gratuidad,37619
2022-03-19,Marzo,2022,Expreso,Boleto,65645
2022-03-19,Marzo,2022,Expreso,Prepago,5009
2022-03-19,Marzo,2022,Expreso,Gratuidad,22734
2022-03-20,Marzo,2022,Expreso,Boleto,50455
2022-03-20,Marzo,2022,Expreso,Prepago,2879
2022-03-20,Marzo,2022,Expreso,Gratuidad,17470
2022-03-21,Marzo,2022,Expreso,Boleto,54920
2022-03-21,Marzo,2022,Expreso,Prepago,3603
2022-03-21,Marzo,2022,Expreso,Gratuidad,19017
2022-03-22,Marzo,2022,Expreso,Boleto,109288
2022-03-22,Marzo,2022,Expreso,Prepago,11319
2022-03-22,Marzo,2022,Expreso,Gratuidad,37844
2022-03-23,Marzo,2022,Expreso,Boleto,115116
2022-03-23,Marzo,2022,Expreso,Prepago,11973
2022-03-23,Marzo,2022,Expreso,Gratuidad,39864
2022-03-24,Marzo,2022,Expreso,Boleto,112048
2022-03-24,Marzo,2022,Expreso,Prepago,12326
2022-03-24,Marzo,2022,Expreso,Gratuidad,38800
2022-03-25,Marzo,2022,Expreso,Boleto,109112
2022-03-25,Marzo,2022,Expreso,Prepago,11280
2022-03-25,Marzo,2022,Expreso,Gratuidad,37787
2022-03-26,Marzo,2022,Expreso,Boleto,73759
2022-03-26,Marzo,2022,Expreso,Prepago,6076
2022-03-26,Marzo,2022,Expreso,Gratuidad,25542
2022-03-27,Marzo,2022,Expreso,Boleto,52851
2022-03-27,Marzo,2022,Expreso,Prepago,3504
2022-03-27,Marzo,2022,Expreso,Gratuidad,18302
2022-03-28,Marzo,2022,Expreso,Boleto,112777
2022-03-28,Marzo,2022,Expreso,Prepago,12385
2022-03-28,Marzo,2022,Expreso,Gratuidad,39056
2022-03-29,Marzo,2022,Expreso,Boleto,111593
2022-03-29,Marzo,2022,Expreso,Prepago,13224
2022-03-29,Marzo,2022,Expreso,Gratuidad,38647
2022-03-30,Marzo,2022,Expreso,Boleto,117068
2022-03-30,Marzo,2022,Expreso,Prepago,13153
2022-03-30,Marzo,2022,Expreso,Gratuidad,40539
2022-03-31,Marzo,2022,Expreso,Boleto,109590
2022-03-31,Marzo,2022,Expreso,Prepago,12339
2022-03-31,Marzo,2022,Expreso,Gratuidad,37955
2022-04-01,Abril,2022,Expreso,Boleto,110052
2022-04-01,Abril,2022,Expreso,Prepago,11652
2022-04-01,Abril,2022,Expreso,Gratuidad,25479
2022-04-02,Abril,2022,Expreso,Boleto,68253
2022-04-02,Abril,2022,Expreso,Prepago,5416
2022-04-02,Abril,2022,Expreso,Gratuidad,15803
2022-04-03,Abril,2022,Expreso,Boleto,50647
2022-04-03,Abril,2022,Expreso,Prepago,3249
2022-04-03,Abril,2022,Expreso,Gratuidad,11726
2022-04-04,Abril,2022,Expreso,Boleto,110485
2022-04-04,Abril,2022,Expreso,Prepago,10644
2022-04-04,Abril,2022,Expreso,Gratuidad,25581
2022-04-05,Abril,2022,Expreso,Boleto,115459
2022-04-05,Abril,2022,Expreso,Prepago,12196
2022-04-05,Abril,2022,Expreso,Gratuidad,26731
2022-04-06,Abril,2022,Expreso,Boleto,114559
2022-04-06,Abril,2022,Expreso,Prepago,12263
2022-04-06,Abril,2022,Expreso,Gratuidad,26523
2022-04-07,Abril,2022,Expreso,Boleto,113373
2022-04-07,Abril,2022,Expreso,Prepago,9390
2022-04-07,Abril,2022,Expreso,Gratuidad,26249
2022-04-08,Abril,2022,Expreso,Boleto,102769
2022-04-08,Abril,2022,Expreso,Prepago,9507
2022-04-08,Abril,2022,Expreso,Gratuidad,23794
2022-04-09,Abril,2022,Expreso,Boleto,67500
2022-04-09,Abril,2022,Expreso,Prepago,4229
2022-04-09,Abril,2022,Expreso,Gratuidad,15629
2022-04-10,Abril,2022,Expreso,Boleto,53327
2022-04-10,Abril,2022,Expreso,Prepago,2779
2022-04-10,Abril,2022,Expreso,Gratuidad,12347
2022-04-11,Abril,2022,Expreso,Boleto,90519
2022-04-11,Abril,2022,Expreso,Prepago,7939
2022-04-11,Abril,2022,Expreso,Gratuidad,20958
2022-04-12,Abril,2022,Expreso,Boleto,93362
2022-04-12,Abril,2022,Expreso,Prepago,7285
2022-04-12,Abril,2022,Expreso,Gratuidad,21616
2022-04-13,Abril,2022,Expreso,Boleto,94695
2022-04-13,Abril,2022,Expreso,Prepago,7195
2022-04-13,Abril,2022,Expreso,Gratuidad,21925
2022-04-14,Abril,2022,Expreso,Boleto,56637
2022-04-14,Abril,2022,Expreso,Prepago,3585
2022-04-14,Abril,2022,Expreso,Gratuidad,13112
2022-04-15,Abril,2022,Expreso,Boleto,35956
2022-04-15,Abril,2022,Expreso,Prepago,1852
2022-04-15,Abril,2022,Expreso,Gratuidad,8325
2022-04-16,Abril,2022,Expreso,Boleto,52288
2022-04-16,Abril,2022,Expreso,Prepago,2686
2022-04-16,Abril,2022,Expreso,Gratuidad,12128
2022-04-17,Abril,2022,Expreso,Boleto,46262
2022-04-17,Abril,2022,Expreso,Prepago,2148
2022-04-17,Abril,2022,Expreso,Gratuidad,10730
2022-04-18,Abril,2022,Expreso,Boleto,91558
2022-04-18,Abril,2022,Expreso,Prepago,6933
2022-04-18,Abril,2022,Expreso,Gratuidad,21263
2022-04-19,Abril,2022,Expreso,Boleto,95575
2022-04-19,Abril,2022,Expreso,Prepago,7392
2022-04-19,Abril,2022,Expreso,Gratuidad,22206
2022-04-20,Abril,2022,Expreso,Boleto,95663
2022-04-20,Abril,2022,Expreso,Prepago,7164
2022-04-20,Abril,2022,Expreso,Gratuidad,22214
2022-04-21,Abril,2022,Expreso,Boleto,95086
2022-04-21,Abril,2022,Expreso,Prepago,7313
2022-04-21,Abril,2022,Expreso,Gratuidad,22088
2022-04-22,Abril,2022,Expreso,Boleto,94986
2022-04-22,Abril,2022,Expreso,Prepago,6460
2022-04-22,Abril,2022,Expreso,Gratuidad,22076
2022-04-23,Abril,2022,Expreso,Boleto,63874
2022-04-23,Abril,2022,Expreso,Prepago,2590
2022-04-23,Abril,2022,Expreso,Gratuidad,14832
2022-04-24,Abril,2022,Expreso,Boleto,48265
2022-04-24,Abril,2022,Expreso,Prepago,1484
2022-04-24,Abril,2022,Expreso,Gratuidad,11199
2022-04-25,Abril,2022,Expreso,Boleto,108284
2022-04-25,Abril,2022,Expreso,Prepago,7546
2022-04-25,Abril,2022,Expreso,Gratuidad,25194
2022-04-26,Abril,2022,Expreso,Boleto,107917
2022-04-26,Abril,2022,Expreso,Prepago,7719
2022-04-26,Abril,2022,Expreso,Gratuidad,25055
2022-04-27,Abril,2022,Expreso,Boleto,106456
2022-04-27,Abril,2022,Expreso,Prepago,8461
2022-04-27,Abril,2022,Expreso,Gratuidad,24751
2022-04-28,Abril,2022,Expreso,Boleto,108947
2022-04-28,Abril,2022,Expreso,Prepago,8031
2022-04-28,Abril,2022,Expreso,Gratuidad,25328
2022-04-29,Abril,2022,Expreso,Boleto,105534
2022-04-29,Abril,2022,Expreso,Prepago,7549
2022-04-29,Abril,2022,Expreso,Gratuidad,24535
2022-04-30,Abril,2022,Expreso,Boleto,63648
2022-04-30,Abril,2022,Expreso,Prepago,3169
2022-04-30,Abril,2022,Expreso,Gratuidad,14789
2022-01-01,Enero,2022,Nochebús,Boleto,195
2022-01-01,Enero,2022,Nochebús,Prepago,16
2022-01-01,Enero,2022,Nochebús,Gratuidad,16
2022-01-02,Enero,2022,Nochebús,Boleto,410
2022-01-02,Enero,2022,Nochebús,Prepago,24
2022-01-02,Enero,2022,Nochebús,Gratuidad,32
2022-01-03,Enero,2022,Nochebús,Boleto,607
2022-01-03,Enero,2022,Nochebús,Prepago,25
2022-01-03,Enero,2022,Nochebús,Gratuidad,47
2022-01-04,Enero,2022,Nochebús,Boleto,724
2022-01-04,Enero,2022,Nochebús,Prepago,35
2022-01-04,Enero,2022,Nochebús,Gratuidad,55
2022-01-05,Enero,2022,Nochebús,Boleto,761
2022-01-05,Enero,2022,Nochebús,Prepago,29
2022-01-05,Enero,2022,Nochebús,Gratuidad,57
2022-01-06,Enero,2022,Nochebús,Boleto,924
2022-01-06,Enero,2022,Nochebús,Prepago,47
2022-01-06,Enero,2022,Nochebús,Gratuidad,71
2022-01-07,Enero,2022,Nochebús,Boleto,838
2022-01-07,Enero,2022,Nochebús,Prepago,37
2022-01-07,Enero,2022,Nochebús,Gratuidad,63
2022-01-08,Enero,2022,Nochebús,Boleto,941
2022-01-08,Enero,2022,Nochebús,Prepago,62
2022-01-08,Enero,2022,Nochebús,Gratuidad,73
2022-01-09,Enero,2022,Nochebús,Boleto,807
2022-01-09,Enero,2022,Nochebús,Prepago,42
2022-01-09,Enero,2022,Nochebús,Gratuidad,61
2022-01-10,Enero,2022,Nochebús,Boleto,600
2022-01-10,Enero,2022,Nochebús,Prepago,34
2022-01-10,Enero,2022,Nochebús,Gratuidad,45
2022-01-11,Enero,2022,Nochebús,Boleto,632
2022-01-11,Enero,2022,Nochebús,Prepago,42
2022-01-11,Enero,2022,Nochebús,Gratuidad,48
2022-01-12,Enero,2022,Nochebús,Boleto,624
2022-01-12,Enero,2022,Nochebús,Prepago,45
2022-01-12,Enero,2022,Nochebús,Gratuidad,48
2022-01-13,Enero,2022,Nochebús,Boleto,684
2022-01-13,Enero,2022,Nochebús,Prepago,40
2022-01-13,Enero,2022,Nochebús,Gratuidad,54
2022-01-14,Enero,2022,Nochebús,Boleto,796
2022-01-14,Enero,2022,Nochebús,Prepago,48
2022-01-14,Enero,2022,Nochebús,Gratuidad,64
2022-01-15,Enero,2022,Nochebús,Boleto,950
2022-01-15,Enero,2022,Nochebús,Prepago,24
2022-01-15,Enero,2022,Nochebús,Gratuidad,73
2022-01-16,Enero,2022,Nochebús,Boleto,908
2022-01-16,Enero,2022,Nochebús,Prepago,32
2022-01-16,Enero,2022,Nochebús,Gratuidad,69
2022-01-17,Enero,2022,Nochebús,Boleto,576
2022-01-17,Enero,2022,Nochebús,Prepago,46
2022-01-17,Enero,2022,Nochebús,Gratuidad,45
2022-01-18,Enero,2022,Nochebús,Boleto,586
2022-01-18,Enero,2022,Nochebús,Prepago,45
2022-01-18,Enero,2022,Nochebús,Gratuidad,46
2022-01-19,Enero,2022,Nochebús,Boleto,632
2022-01-19,Enero,2022,Nochebús,Prepago,55
2022-01-19,Enero,2022,Nochebús,Gratuidad,50
2022-01-20,Enero,2022,Nochebús,Boleto,627
2022-01-20,Enero,2022,Nochebús,Prepago,67
2022-01-20,Enero,2022,Nochebús,Gratuidad,48
2022-01-21,Enero,2022,Nochebús,Boleto,791
2022-01-21,Enero,2022,Nochebús,Prepago,77
2022-01-21,Enero,2022,Nochebús,Gratuidad,62
2022-01-22,Enero,2022,Nochebús,Boleto,927
2022-01-22,Enero,2022,Nochebús,Prepago,45
2022-01-22,Enero,2022,Nochebús,Gratuidad,72
2022-01-23,Enero,2022,Nochebús,Boleto,996
2022-01-23,Enero,2022,Nochebús,Prepago,26
2022-01-23,Enero,2022,Nochebús,Gratuidad,75
2022-01-24,Enero,2022,Nochebús,Boleto,535
2022-01-24,Enero,2022,Nochebús,Prepago,38
2022-01-24,Enero,2022,Nochebús,Gratuidad,40
2022-01-25,Enero,2022,Nochebús,Boleto,623
2022-01-25,Enero,2022,Nochebús,Prepago,38
2022-01-25,Enero,2022,Nochebús,Gratuidad,49
2022-01-26,Enero,2022,Nochebús,Boleto,530
2022-01-26,Enero,2022,Nochebús,Prepago,49
2022-01-26,Enero,2022,Nochebús,Gratuidad,41
2022-01-27,Enero,2022,Nochebús,Boleto,629
2022-01-27,Enero,2022,Nochebús,Prepago,53
2022-01-27,Enero,2022,Nochebús,Gratuidad,48
2022-01-28,Enero,2022,Nochebús,Boleto,854
2022-01-28,Enero,2022,Nochebús,Prepago,58
2022-01-28,Enero,2022,Nochebús,Gratuidad,67
2022-01-29,Enero,2022,Nochebús,Boleto,1105
2022-01-29,Enero,2022,Nochebús,Prepago,38
2022-01-29,Enero,2022,Nochebús,Gratuidad,84
2022-01-30,Enero,2022,Nochebús,Boleto,1031
2022-01-30,Enero,2022,Nochebús,Prepago,42
2022-01-30,Enero,2022,Nochebús,Gratuidad,79
2022-01-31,Enero,2022,Nochebús,Boleto,514
2022-01-31,Enero,2022,Nochebús,Prepago,21
2022-01-31,Enero,2022,Nochebús,Gratuidad,42
2022-02-01,Febrero,2022,Nochebús,Boleto,625
2022-02-01,Febrero,2022,Nochebús,Prepago,30
2022-02-01,Febrero,2022,Nochebús,Gratuidad,46
2022-02-02,Febrero,2022,Nochebús,Boleto,575
2022-02-02,Febrero,2022,Nochebús,Prepago,33
2022-02-02,Febrero,2022,Nochebús,Gratuidad,49
2022-02-03,Febrero,2022,Nochebús,Boleto,592
2022-02-03,Febrero,2022,Nochebús,Prepago,53
2022-02-03,Febrero,2022,Nochebús,Gratuidad,45
2022-02-04,Febrero,2022,Nochebús,Boleto,873
2022-02-04,Febrero,2022,Nochebús,Prepago,31
2022-02-04,Febrero,2022,Nochebús,Gratuidad,67
2022-02-05,Febrero,2022,Nochebús,Boleto,967
2022-02-05,Febrero,2022,Nochebús,Prepago,24
2022-02-05,Febrero,2022,Nochebús,Gratuidad,77
2022-02-06,Febrero,2022,Nochebús,Boleto,820
2022-02-06,Febrero,2022,Nochebús,Prepago,28
2022-02-06,Febrero,2022,Nochebús,Gratuidad,63
2022-02-07,Febrero,2022,Nochebús,Boleto,562
2022-02-07,Febrero,2022,Nochebús,Prepago,12
2022-02-07,Febrero,2022,Nochebús,Gratuidad,42
2022-02-08,Febrero,2022,Nochebús,Boleto,492
2022-02-08,Febrero,2022,Nochebús,Prepago,32
2022-02-08,Febrero,2022,Nochebús,Gratuidad,39
2022-02-09,Febrero,2022,Nochebús,Boleto,588
