nombre,long,lat
Calzada de la Viga,-99.12582358,19.40508962
Canal del Moral,-99.07088632,19.3735457
Av. Texcoco,-99.02170977,19.38356777
Av. Ferrocarril San Rafael Atlixco,-99.07469677,19.36701746
AÃ±o de Juarez,-99.10705715,19.36380482
Prolongacion Division del Norte,-99.11828292,19.27112406
Av. Santa Ana,-99.12320218,19.32917857
Acueducto,-99.02286171,19.29713143
Calzada Acoxpa,-99.13120145,19.29509942
Av. Tlahuac,-99.06282727,19.31128814
Camino a Nativitas,-99.09959867,19.25198464
Av. Tenochtitlan,-99.07329712,19.24931053
Calzada Guadalupe I Ramirez,-99.11744543,19.26648857
Calzada Mexico Xochimilco,-99.14729618,19.2896561
Av. 20 de Noviembre,-99.11972819,19.2649848
Cuauhtemoc,-99.11013904,19.26027544
Casa del Obrero Mundial,-99.15249066,19.40193739
Camino a Santa Teresa,-99.18841624,19.29611862
Calzada de Tlalpan,-99.16062536,19.28930946
Av. de los Insurgentes Norte,-99.14531457,19.46099998
Av. de los Insurgentes Norte,-99.15273135,19.44896077
Av. de los Insurgentes Sur,-99.17530358,19.38511742
Paseo del Pedregal,-99.20157534,19.31979384
Av. Altavista,-99.19442251,19.34874222
Calzada Sta. Catarina,-99.19976354,19.3491134
Av. Queretaro,-99.20615202,19.33852293
Calzada Desierto de los Leones,-99.25831238,19.33254467
Calzada de las Aguilas,-99.22971689,19.3492379
Av. de los Leones,-99.19705966,19.36096376
Molinos,-99.19065236,19.37250615
Av. Jose Maria Castorena,-99.29054206,19.36058213
Lomas de Vista Hermosa,-99.27899194,19.36591527
Camino a Santa Fe,-99.21601614,19.38780033
Av. Vasco de Quiroga,-99.24545161,19.37840838
Paseo de la Reforma,-99.1886274,19.42369115
Av. Observatorio,-99.19962018,19.40227788
Av. Nuevo Leon,-99.17169077,19.40703912
Av. Oaxaca,-99.16656215,19.41978944
Alfonso Reyes,-99.17689984,19.40876063
Av. Alvaro Obregon,-99.16087926,19.41806348
Av. del Conscripto,-99.22407136,19.44122704
Av. Ejercito Nacional Mexicano,-99.19883883,19.43828048
Lago Alberto,-99.18715225,19.44016281
Av. Parque Lira,-99.1885595,19.40577589
Molino del Rey,-99.19309179,19.41522319
Av. Hidalgo,-99.14360336,19.4367479
Bahia de la Ascension,-99.17231397,19.43630275
Calzada Camarones,-99.16931352,19.45878009
Calzada de los Gallos,-99.16603339,19.45620544
James Sullivan,-99.16238787,19.43365167
Calzada Ticoman,-99.13083466,19.50849908
Calzada de Guadalupe,-99.12375418,19.46814328
Fray Juan de Zumarraga,-99.11592074,19.48306156
Av. de la Republica,-99.15353148,19.4358394
Circuito Interior Melchor Ocampo,-99.17154183,19.43352
Circuito Interior Rio Consulado,-99.11034361,19.45428796
Circuito Interior Rio Mixcoac,-99.17940376,19.36620769
Anillo Periferico Av. Rio de los Remedios,-99.1441224,19.51800001
Av. de los Insurgentes Norte,-99.12834238,19.48258334
Av. Ejercito Nacional Mexicano,-99.19883883,19.43828048
Av. Aquiles Serdan,-99.20269248,19.49967854
Av. Aquiles Serdan,-99.18988589,19.47568883
Viaducto Rio de la Piedad,-99.10637342,19.4065032
Eje 3 Oriente Calzada Gral. Ignacio Zaragoza,-99.11344933,19.42869253
Circuito Interior Paseo de las Jacarandas,-99.15356639,19.46316796
Circuito Interior Rio Consulado,-99.11034361,19.45428796
Circuito Interior Jesus Galindo y Villa,-99.09803571,19.41304313
Circuito Interior Diagonal Patriotismo,-99.1798734,19.40917518
Anillo Periferico Boulevard Adolfo Lopez Mateos,-99.1957976,19.37923272
Anillo Periferico Calle 7,-99.05715626,19.41003527
Av. de los Insurgentes Norte,-99.12834238,19.48258334
Av. Constituyentes,-99.21564268,19.40040515
Supervia Poniente,-99.24383269,19.33748328
Viaducto Tlalpan,-99.15244483,19.29147517
Eje 3 Oriente Francisco del Paso y Troncoso,-99.11239348,19.41670749
Eje 3 Norte Av. 608,-99.06804412,19.45832348
Eje 2 Norte Av. Oceania,-99.08465258,19.44749084
Eje 2 Norte Av. 602,-99.06575404,19.44893617
Av. Gran Canal,-99.09103594,19.47765729
Eje Central Calzada de la Candelaria,-99.14909428,19.3351129
Eje Central Av. Division del Norte,-99.15018544,19.34730674
Eje 1 Oriente Mariano Arista,-99.10342707,19.48587538
Eje 1 Oriente Av. del Trabajo,-99.12494851,19.44717876
Eje 1 Oriente Vidal Alcocer,-99.12357767,19.43865888
Eje 1 Oriente Anillo de Circunvalacion,-99.12514196,19.42878059
Eje 1 Oriente Andres Molina Enriquez,-99.12935563,19.3849688
Eje 1 Oriente Canal de Miramontes,-99.13419684,19.32794063
Eje 4 Oriente Canal Rio Churubusco,-99.08982144,19.38889158
Eje 4 Oriente Rio Churubusco,-99.06174357,19.42096668
Eje 1 Poniente Prolongacion Guerrero,-99.14430502,19.46076851
Eje 1 Poniente Av. Cuauhtemoc,-99.15697611,19.39506788
Eje 1 Poniente Av. Mexico Coyoacan,-99.1630844,19.3614904
Eje 2 Poniente Florencia,-99.16663396,19.42502095
Eje 2 Poniente Rio Tiber,-99.16946951,19.43045465
Eje 3 Poniente Thiers,-99.1787081,19.43344987
Eje 3 Poniente Salamanca,-99.16955763,19.4192063
Eje 3 Poniente Medellin,-99.16372645,19.40841181
Eje 3 Poniente Av. Colonia del Valle,-99.16558261,19.39038966
Eje 5 Poniente Av. Dr. Alfonso Caso Andrade,-99.2062536,19.35907794
Eje 5 Poniente Av. de la Curva,-99.20007723,19.3942393
Eje 5 Poniente Sur 122,-99.19961459,19.40015604
Eje 5 Poniente Camino de los Toros,-99.20071637,19.40456727
Eje 1 Norte Av. del Trabajo,-99.12071247,19.44038433
Eje 1 Norte Talleres Graficos,-99.06997325,19.41405513
Eje 2 Norte Canal del Norte,-99.1168439,19.45025955
Eje 3 Norte Alfredo Robles Dominguez,-99.1303353,19.46959169
Eje 3 Norte Av. Noe,-99.1209627,19.46687309
Eje 4 Norte Av. FF.CC. Nacionales,-99.18931204,19.4911596
Eje 4 Norte Av. Talisman,-99.10735347,19.47316175
Eje 5 Norte Cantera,-99.11503013,19.4881588
Eje 5 Norte Av. Montevideo,-99.13234176,19.48984668
Eje 6 Norte Gral. Martin Carrera,-99.10729575,19.48857014
Eje 6 Norte Oriente 157,-99.09817193,19.48846689
Eje 1 Sur Francisco Morazan,-99.08930421,19.4119841
Eje 1 Sur Fray Servando Teresa de Mier,-99.12010928,19.42134093
Eje 1 Sur Av. Chapultepec,-99.16817442,19.42232415
Eje 1A Sur Topacio,-99.12814155,19.42452665
Eje 1A Sur Jose Maria Izazaga,-99.13641939,19.42623053
Eje 1A Sur Av. Chapultepec,-99.15131524,19.42651962
Eje 2 Sur Av. Alvaro Obregon,-99.16859819,19.41650781
Eje 2 Sur Dr. Olvera,-99.14917364,19.41556235
Eje 2A Sur San Luis Potosi,-99.15834974,19.41435927
Eje 3 Sur Jose Peon Contreras,-99.14021387,19.40749474
Eje 4 Sur Gobernador Agustin Vicente Eguia,-99.18691908,19.40783401
Eje 4 Sur Rafael Donde,-99.16592354,19.39767188
Eje 4 Sur Xola,-99.15135506,19.39551877
Eje 4 Sur Napoleon,-99.13473684,19.39356373
Eje 5 Sur Playa Villa del Mar,-99.12853127,19.38101826
Eje 5 Sur 1 de Mayo,-99.13706405,19.38240669
Eje 5 Sur Gabriel Ramos Millan,-99.14359901,19.38341922
Eje 5 Sur Eugenia,-99.15867429,19.38569203
Eje 5 Sur Av. Colonia del Valle,-99.17230155,19.38675866
Eje 5 Sur Prolongacion San Antonio,-99.19526968,19.38389584
Eje 6 Sur Playa Pie de la Cuesta,-99.1290119,19.37675287
Eje 6 Sur Cardiologos,-99.11728238,19.37465057
Eje 6 Sur Av. Jalisco,-99.07493146,19.36836526
Eje 6 Sur Av. Luis Mendez,-99.05357851,19.36268782
Eje 6 Sur Av. de las Torres,-99.03372766,19.36042624
Eje 7 Sur Felix Cuevas,-99.17193696,19.37219206
Eje 7 Sur Extremadura,-99.18334457,19.37480152
Eje 7 Sur Benvenuto Cellini,-99.18972957,19.3759854
Eje 7A Sur Oriente 172,-99.13423265,19.36307005
Eje 8 Sur Jose Maria Rico,-99.17434237,19.36771083
Eje 8 Sur Calzada Ermita Iztapalapa,-99.09421472,19.35729864
Eje 9 Sur Calzada TaxqueÃ±a,-99.12622118,19.33939094
Eje 10A Sur Av. San Jeronimo,-99.19790407,19.33491533
Av. Jose Loreto Fabela,-99.08087319,19.46070357
Av. Jesus Galindo y Villa,-99.09919945,19.41929665
Abarrotes y Viveres,-99.08665256,19.37792275
Av. Gavilan,-99.07886365,19.3622631
Cumbres de Maltrata,-99.14779989,19.38701491
Av. Pdte Plutarco Elias Calles,-99.13590957,19.3754031
Canal de Miramontes,-99.13586874,19.35042446
Calzada de las Bombas,-99.11729249,19.31021541
Canal Nacional,-99.10030586,19.30778794
La Turba,-99.05981549,19.29495446
Calzada Tlahuac Tulyehualco,-99.00768799,19.26462677
Av. Chapultepec,-99.06129958,19.25558757
Boulevard Nuevo Leon,-99.02381509,19.19704336
Av. Zacatepetl,-99.19309059,19.30333674
Carretera Federal Mexico-Pachuca,-99.11035151,19.50619261
Av. de los Insurgentes Sur,-99.1625553,19.42354208
Av. de los Insurgentes Sur,-99.17676144,19.28903807
Av. Universidad,-99.16613426,19.36830171
Camino al Desierto de los Leones,-99.18862709,19.34961357
Av. San Jeronimo,-99.23874966,19.31626598
Av. San Bernabe,-99.23220728,19.32646568
Camino Real a Mixcoac,-99.27220093,19.33402753
Barranca del Muerto,-99.18639433,19.36307319
Av. Loma de la Palma,-99.27266795,19.38353432
Av. Carlos Echanove,-99.27892734,19.36933845
Las Palmas,-99.28221126,19.36548907
Paseo de la Reforma,-99.13439491,19.44797431
Bosque de la Reforma,-99.24359059,19.40311866
Av. Parque EspaÃ±a,-99.17134628,19.41523529
Av. Oaxaca,-99.16608995,19.41983188
Ferrocarril de Cuernavaca,-99.20683188,19.43640578
Av. Constituyentes,-99.18539229,19.41489341
Mazatlan,-99.17742083,19.41362955
Av. Sonora,-99.17046569,19.41657063
Boulevard Miguel de Cervantes Saavedra,-99.20337959,19.44090199
Puente de la Morena,-99.18275226,19.39742575
Arquimedes,-99.19118424,19.4318334
Lago Omega,-99.19038478,19.43902749
Av. Ribera de San Cosme,-99.16069458,19.44177155
Av. Puente de Alvarado,-99.1512026,19.43842816
Av. Marina Nacional,-99.18086888,19.44696477
Av. Aquiles Serdan,-99.20269248,19.49967854
Av. de las Civilizaciones,-99.20818697,19.51264598
Av. Salonica,-99.18002325,19.47028786
Av. de las Granjas,-99.17477399,19.48754921
Av. Cuitlahuac,-99.17804159,19.46224666
Calzada General Mariano Escobedo,-99.18170283,19.43975778
Av. Ceylan,-99.16849336,19.49012021
Av. Ricardo Flores Magon,-99.14930197,19.45297471
Av. Juan de Dios Batiz,-99.12910022,19.50250071
Av. Miguel Bernard,-99.13890282,19.51033511
Av. NiÃ±os Heroes,-99.15022152,19.42018062
Circuito Interior Jose Vasconcelos,-99.18021908,19.41548946
Circuito Interior Instituto Tecnico Industrial,-99.16428443,19.45167306
Circuito Interior Paseo de las Jacarandas,-99.15356639,19.46316796
Circuito Interior Boulevard Puerto Aereo,-99.09250593,19.42665461
Circuito Interior Rio Churubusco,-99.12436121,19.37155869
Anillo Periferico Boulevard Manuel Avila Camacho,-99.213577,19.43911999
Anillo Periferico Boulevard Adolfo Lopez Mateos,-99.1957976,19.37923272
Anillo Periferico Acueducto de Tenayuca,-99.16747911,19.52906619
Calzada Gral. Ignacio Zaragoza,-99.09394329,19.41834051
Calzada Gral. Ignacio Zaragoza,-99.03688784,19.38499788
Av. Rio San Joaquin,-99.20059376,19.4454125
Viaducto Miguel Aleman,-99.16382601,19.40169968
Viaducto Tlalpan,-99.15244483,19.29147517
Eje Central Av. de los 100 Metros,-99.1460676,19.49285927
Eje 3 Oriente Francisco del Paso y Troncoso,-99.11225999,19.41795944
Paseo de la Reforma,-99.15269154,19.43576197
Circuito Interior Melchor Ocampo,-99.17154183,19.43352
Circuito Interior Rio Churubusco,-99.12436121,19.37155869
Circuito Interior Av. Patriotismo,-99.18273871,19.38902044
Anillo Periferico Boulevard Adolfo Ruiz Cortinez,-99.16174184,19.29994318
Anillo Periferico Canal de Garay,-99.06653074,19.34149913
Anillo Periferico Canal de San Juan,-99.05966632,19.39031521
Anillo Periferico Rio Churubusco,-99.05195828,19.43119453
Calzada de Tlalpan,-99.14161672,19.3488139
Av. Ejercito Nacional Mexicano,-99.17790164,19.43534019
Av. Rio San Joaquin,-99.20059376,19.4454125
Av. Aquiles Serdan,-99.18988589,19.47568883
Viaducto Rio de la Piedad,-99.10637342,19.4065032
Viaducto Miguel Aleman,-99.16441993,19.40165897
Viaducto Rio Becerra,-99.18015906,19.39277657
Eje 3 Oriente Francisco del Paso y Troncoso,-99.11131113,19.38579112
Eje 5 Sur Av. Circunvalacion,-99.03603862,19.36480525
Eje 5 Sur Prolongacion Marcelino Buendia,-99.05167845,19.37378772
Av. Oceania,-99.09885004,19.43883979
Av. de los Insurgentes Sur,-99.18822216,19.32077093
Eje Central Av. del Iman,-99.17837427,19.30846028
Eje Central Lazaro Cardenas,-99.14373165,19.41423126
Eje 1 Oriente Centenario,-99.09579122,19.49944691
Eje 1 Oriente Sur 81,-99.13005785,19.35960629
Eje 1 Oriente Via Lactea,-99.13015231,19.35550985
Eje 1 Oriente Cerro de las Torres,-99.13263208,19.34773645
Eje 2 Oriente Av. H. Congreso de la Union,-99.11653201,19.43990402
Eje 3 Oriente Av. 5,-99.10981468,19.36337915
Eje 3 Oriente Carlota Armero,-99.11351628,19.32966627
Eje 4 Oriente Canal Rio Churubusco,-99.0728409,19.41520765
Eje 1 Poniente Rosales,-99.14941576,19.43672309
Eje 2 Poniente Gabriel Mancera,-99.16532545,19.38210075
Eje 3 Poniente Rio Mississippi,-99.17277246,19.42738882
Eje 3 Poniente Amores,-99.1633599,19.39614626
Eje 5 Poniente Alta Tension,-99.20248344,19.37449994
Eje 1 Norte Jose Antonio Alzate,-99.16004557,19.44744918
Eje 1 Norte Mosqueta,-99.14630192,19.44516174
Eje 1 Norte Ignacio Lopez Rayon,-99.13507653,19.44362177
Eje 1 Norte AlbaÃ±iles,-99.11244264,19.43733796
Eje 1 Norte Av. Xochimilco,-99.06166689,19.41335924
Eje 2 Norte Av. Transvaal,-99.09638681,19.44562499
Eje 2 Norte Manuel Gonzalez,-99.13979357,19.4551588
Eje 2 Norte Eulalia Guzman,-99.15962551,19.45910057
Eje 2 Norte Calz. Camarones,-99.17314191,19.46477423
Eje 2 Norte Av. Invierno,-99.18898585,19.46991256
Eje 2 Norte Av. 5 de Mayo,-99.1957711,19.47189478
Eje 3 Norte Manuel AcuÃ±a,-99.18849002,19.47894448
Eje 3 Norte 16 de Septiembre,-99.18577002,19.4781124
Eje 3 Norte Calzada Camarones,-99.1805393,19.47289873
Eje 3 Norte Av. Cuitlahuac,-99.15672564,19.47203022
Eje 3A Norte Tochtli,-99.19524911,19.47904381
Eje 3A Norte Santa Apolonia,-99.19026478,19.47840365
Eje 4 Norte Mimosas,-99.19578661,19.49370187
Eje 4 Norte Av. Refineria Azcapotzalco,-99.19136819,19.49234503
Eje 4 Norte Poniente 128,-99.15016245,19.48838297
Eje 4 Norte Euzkaro,-99.12410861,19.47984593
Eje 4A Norte Esperanza,-99.19111682,19.49303187
Eje 5 Norte Av. 412,-99.06797794,19.46491035
Eje 5 Norte RÃ­o de Guadalupe,-99.08241461,19.46777629
Eje 5 Norte 5 de Febrero,-99.11320421,19.48594557
Eje 5 Norte Calzada de los Misterios,-99.11796452,19.48703339
Eje 6 Norte Prolongacion Misterios,-99.11886221,19.49052667
Eje 6 Norte 306,-99.08884761,19.49275709
Eje 1A Sur Av. San Pablo,-99.12943621,19.42613078
Eje 2 Sur Av. Nuevo Leon,-99.17043332,19.41519433
Eje 2 Sur Yucatan,-99.16542516,19.41554284
Eje 2 Sur Manuel Jose Othon,-99.14073859,19.41497389
Eje 2 Sur Jose Tomas Cuellar,-99.13630683,19.41398973
Eje 2A Sur Yucatan,-99.16271923,19.4139726
Eje 2A Sur Manuel Payno,-99.13983906,19.41398574
Eje 2A Sur Ramon Isaac Aldana,-99.13196772,19.41208766
Eje 2A Sur Francisco Javier Clavijero,-99.13075072,19.41281079
Eje 3 Sur Ferrocarril del Rio Frio,-99.07651437,19.38874021
Eje 3 Sur Vainilla,-99.08832629,19.39495095
Eje 3 Sur Av. Morelos,-99.11554104,19.40866497
Eje 3 Sur Av. Baja California,-99.16626943,19.40605053
Eje 4 Sur Tehuantepec,-99.17023953,19.4034944
Eje 4 Sur Chilpancingo,-99.16838194,19.40219369
Eje 4 Sur Av. Pdte Plutarco Elias Calles,-99.11641829,19.39758081
Eje 4 Sur Prolongacion Plutarco Elias Calles,-99.0781714,19.38567898
Eje 4 Sur Canal de Tezontle,-99.06847979,19.38362502
Eje 5 Sur Leyes de Reforma,-99.07776026,19.37856604
Eje 5 Sur San Antonio,-99.18292066,19.38536575
Eje 6 Sur Angel Urraza,-99.16219985,19.38189419
Eje 6 Sur Av. Independencia,-99.14479806,19.37871375
Eje 6 Sur Trabajadores Sociales,-99.09588165,19.36980893
Eje 6 Sur Av. Michoacan,-99.06815468,19.36472741
Eje 7 Sur Municipio Libre,-99.1458911,19.36858794
Eje 7A Sur Emiliano Zapata,-99.15155102,19.36606306
Eje 8 Sur Popocatepetl,-99.15558442,19.36260382
Eje 8 Sur Calzada Ermita Iztapalapa,-99.06909306,19.35171044
Eje 10 Sur Carretera a Santa Catarina,-98.97973759,19.30361024
Plaza de la Constitucion,-99.13319092,19.43265582
Iztaccihuatl,-99.10331365,19.42795327
Calzada General Ignacio Zaragoza,-99.09394329,19.41834051
Jose Maria Pino Suarez,-99.13276867,19.42785266
20 de Noviembre,-99.13401643,19.42695274
Calzada Coyuya,-99.11778284,19.40192116
Av. Canal de Tezontle,-99.09396739,19.38453652
Av. Guerra de Reforma,-99.06966554,19.37820191
Cazuela,-99.08068235,19.37593076
Av. Division del Norte,-99.1603984,19.37946531
Av. Division del Norte,-99.13572822,19.31069715
Av. Division del Norte,-99.1269173,19.28462513
Francisco Goytia,-99.10777698,19.25626048
Calzada del Hueso,-99.12147647,19.30356141
Av. Estanislao Ramirez Ruiz,-98.99922331,19.28753349
San Rafael Atlixco,-99.01273359,19.28285733
Heberto Castillo,-99.05056677,19.28250838
Av. Canal de Chalco,-99.07059547,19.28863659
Calzada Xochimilco Tulyehualco,-99.08785715,19.24750063
Av. Guadalupe I Ramirez,-99.13260204,19.27576622
Calzada Acueducto,-99.15051696,19.29495231
Casa del Obrero Mundial,-99.1644455,19.40094375
Av. San Fernando,-99.17028618,19.2925859
Av. de los Insurgentes Centro,-99.15766539,19.43524758
Antonio Delfin Madrigal,-99.17362892,19.323435
Carretera Picacho Ajusco,-99.21119253,19.28299509
Dr. Jose Maria Vertiz,-99.15099471,19.39615791
Av. Vito Alessio Robles,-99.18206416,19.35132114
Av. Centenario,-99.23144291,19.35732437
Romulo O'Farril,-99.2070781,19.35354291
Av. Lomas de Plateros,-99.19512493,19.36918785
5 de Mayo,-99.21214085,19.36256383
Carretera al Olivo,-99.27742394,19.37777148
Av. Jalisco,-99.18706957,19.40275236
Camino Real A Toluca,-99.19983063,19.39266783
Av. Rio de Tacubaya,-99.19704589,19.39850183
Paseo de la Reforma,-99.13503474,19.44850089
Prolongacion Bosques de la Reforma,-99.26266789,19.38764213
Paseo de los Laureles,-99.2588027,19.38535363
Paseo de las Palmas,-99.22207902,19.42153969
Durango,-99.1708256,19.41900812
Lieja,-99.17487279,19.42228076
Rio Rodano,-99.17618232,19.42426412
Calzada Legaria,-99.20262211,19.45054129
Av. Industria Militar,-99.21943416,19.43795039
Rodolfo Gaona,-99.21686353,19.44998622
Calzada Chivatito,-99.19261183,19.42202976
Calzada Mexico Tacuba,-99.18892201,19.45513814
Av. Tezozomoc,-99.19797345,19.48159748
Calzada de las Armas,-99.21567457,19.49213127
Av. 3-A,-99.16780157,19.52234603
Av. Parque Via,-99.16777871,19.43558125
Maestro Antonio Caso,-99.16304631,19.435082
Av. Miguel Othon de Mendizabal,-99.14825401,19.50617588
Av. Puerto Mazatlan,-99.14091011,19.52431717
Chalma La Villa,-99.14814441,19.53443389
Av. Instituto Politecnico Nacional,-99.1327118,19.49238266
Av. Acueducto de Guadalupe,-99.12327035,19.50910153
Av. Balderas,-99.1480934,19.43133331
Calzada de los Misterios,-99.12471243,19.46912002
5 de Febrero,-99.11402977,19.48347517
Av. Juarez,-99.14531097,19.4349483
Av. de la Republica,-99.15423544,19.43662454
Circuito Interior Jesus Galindo y Villa,-99.09803571,19.41304313
Anillo Periferico Boulevard Adolfo Ruiz Cortinez,-99.16174411,19.29994303
Anillo Periferico Rio Tlalnepantla,-99.15180451,19.52245967
Eje 2 Norte: Av. Oceania,-99.08858641,19.44472499
Eje 1 Poniente Calzada Vallejo,-99.15286526,19.49174648
Eje 4 Sur Av. Pdte Plutarco Elias Calles,-99.11391505,19.39781588
Av. Oceania,-99.09885004,19.43883979
