nombre,inicia,termina,tipo_via,vel_max,latitud,longitud,geo_shape
Av. Centenario,Av. Lomas de Plateros,Calzada de las Aguilas,Arteria principal,50,19.35732437,-99.23144291,"{""type"": ""LineString"", ""coordinates"": [[-99.1955253595278, 19.365837243408848], [-99.19611302005909, 19.365890326229746], [-99.19707471331948, 19.365989302457297], [-99.19757304497227, 19.366038790021513], [-99.19842108428902, 19.366104774341874], [-99.19893690176683, 19.36616251002883], [-99.20014338990092, 19.366294478531856], [-99.20089525909725, 19.36634396636617], [-99.20121873755157, 19.366335717764702], [-99.20185695265249, 19.366352213704605], [-99.20253013761857, 19.366327470252532], [-99.20385028058278, 19.36636046230573], [-99.20488227665832, 19.3664053984639], [-99.20498682737465, 19.366409950334283], [-99.20586109385515, 19.366451189611787], [-99.2094368452831, 19.366558413295238], [-99.21165748313439, 19.366599653255186], [-99.21357212680337, 19.366632645363293], [-99.21393057648227, 19.366632645631373], [-99.21406171614176, 19.366632645112816], [-99.2142278268095, 19.36657490938351], [-99.21557419737779, 19.36603054221323], [-99.2159851033798, 19.36575011021668], [-99.21656211924595, 19.36544493273324], [-99.21682439882628, 19.36530471630273], [-99.21708667884415, 19.36518099613853], [-99.21852921915573, 19.364785088820632], [-99.21875652835536, 19.36476859302993], [-99.21929857407102, 19.36488406630558], [-99.21959582495721, 19.364950050653206], [-99.21987559000188, 19.36496654673023], [-99.22002421551394, 19.364925306319257], [-99.22004607198485, 19.364937678141203], [-99.22025152458012, 19.364867569771217], [-99.22058811780356, 19.364731476628847], [-99.22075859959253, 19.364673740513364], [-99.22083728370647, 19.364616003546214], [-99.22101650874187, 19.3645252750519], [-99.22135747248369, 19.364434545920503], [-99.22195197354938, 19.364207724013543], [-99.22267761553648, 19.363968528667293], [-99.2230360644783, 19.36383655872303], [-99.22320654676179, 19.36376232549188], [-99.22334642951355, 19.363663348530945], [-99.22364805114837, 19.363341671558146], [-99.22376170546642, 19.36317258459226], [-99.2238229048899, 19.363048862285545], [-99.22392344528922, 19.362731308008613], [-99.22399775818468, 19.36250448312418], [-99.22405895694692, 19.362393132763273], [-99.22416823999419, 19.36230652689511], [-99.22426878024503, 19.362252913265717], [-99.2247980909403, 19.36205675357301], [-99.22503813535157, 19.361972474569907], [-99.22535724289718, 19.3618487518336], [-99.22575066314384, 19.361675538679062], [-99.22611785436797, 19.36152294687493], [-99.22654187452645, 19.361329113431566], [-99.22691780914342, 19.36116002425085], [-99.22731122890708, 19.360957941781543], [-99.22773524872817, 19.360665128434082], [-99.22829915078977, 19.36031045215359], [-99.22850897427409, 19.360149610154135], [-99.22877125458433, 19.35995989932114], [-99.22901604932076, 19.359848547011936], [-99.22915593149807, 19.359799057340876], [-99.22933952763545, 19.359786684635278], [-99.2295362376406, 19.35987741684901], [-99.22986408743517, 19.360005264828573], [-99.23002145617934, 19.360063003180066], [-99.23008702544588, 19.360075375516153], [-99.23015696691591, 19.360075375696294], [-99.23030996408278, 19.36006712733726], [-99.23045858912532, 19.360025885679693], [-99.23056787295546, 19.35998876862421], [-99.23117985929551, 19.359642339589257], [-99.23182244508378, 19.359229922758956], [-99.23236449077683, 19.35897834816131], [-99.23319504431302, 19.358603046669423], [-99.23381140196287, 19.358285484559907], [-99.23479058092612, 19.357720467888598], [-99.23505723211488, 19.357555500031523], [-99.23617629352162, 19.356875002324973], [-99.23755326404617, 19.35602540854355], [-99.23784177185831, 19.35585631423657], [-99.23793357001706, 19.3558398169892], [-99.23806470999003, 19.35584806565492], [-99.23883406515966, 19.355971793590744], [-99.23912257267166, 19.356029532844047], [-99.23944167984848, 19.35608727208043], [-99.2397607875484, 19.35616150920085], [-99.23989263679262, 19.356175330707032], [-99.2399521809071, 19.35617533089401], [-99.2400216493571, 19.356175330635267], [-99.24007788662827, 19.356175330620378], [-99.24010104253102, 19.35616908877805], [-99.24017712715128, 19.356144119693155], [-99.2402598282891, 19.356119151789603], [-99.2403193735133, 19.356084820158234], [-99.2403623774702, 19.356056730693012], [-99.24040207434584, 19.355984945848178], [-99.24045169472572, 19.355894435315772], [-99.24058401634844, 19.35557920857598], [-99.24064025273175, 19.355445002166732], [-99.24079242216376, 19.35524525353626], [-99.24090489564585, 19.35518595314148], [-99.24097436449284, 19.355154742297916], [-99.24110337799493, 19.355123532145235], [-99.2411794629282, 19.35509856354809], [-99.24126877961325, 19.355061110473624], [-99.2413382483368, 19.35502989949215], [-99.24139779255664, 19.354967477857194], [-99.24149041783139, 19.354876966974164], [-99.2417120566397, 19.35470842876969], [-99.24182453006172, 19.354636643720205], [-99.2419998559369, 19.354558616203924], [-99.2420858640651, 19.35452740555698], [-99.2424299004622, 19.35443377278473], [-99.24249936854767, 19.354405682838074], [-99.24292941413243, 19.354218417794474], [-99.24297572585625, 19.354190327822412], [-99.24320067225955, 19.35401242530808], [-99.24332306967624, 19.353918792938426], [-99.24347523939893, 19.353828281028274], [-99.24362740907925, 19.353734647517413], [-99.2441434633226, 19.353522412968065], [-99.24428570907597, 19.35348183829681], [-99.24450403934627, 19.353416295344775], [-99.2448249183468, 19.353278966825762], [-99.24519211040534, 19.35312291072955], [-99.24524173106532, 19.353094821152997], [-99.24542367325887, 19.35297309707855], [-99.24553945452637, 19.35289819014347], [-99.24576440112219, 19.352788951493658], [-99.2459893472987, 19.352720287215245], [-99.24616798135916, 19.35265162199067], [-99.24672042293302, 19.352411295573802], [-99.24740849514572, 19.35207109226658], [-99.24793447286153, 19.3517870694742], [-99.24847037427597, 19.351456228501437], [-99.24891365123084, 19.351156598053297], [-99.24922129885714, 19.35088817889677], [-99.2497605085747, 19.35042624668037], [-99.25001853535662, 19.350238977529017], [-99.25024017431181, 19.350076676474675], [-99.25062721412455, 19.34984570931441], [-99.25083892909859, 19.349730226133044], [-99.25165270553035, 19.349252685008064], [-99.25288991157736, 19.348644052076242], [-99.2531380137035, 19.348506719631715], [-99.25353497869175, 19.3482070845051], [-99.25378969685384, 19.347982356955086], [-99.25393525114988, 19.347791962909493], [-99.25419989335309, 19.34734250732342], [-99.2542098178846, 19.3472925679581], [-99.25414688002205, 19.346507283134304], [-99.2541278639403, 19.34627001610989], [-99.25479356295017, 19.34547551243933], [-99.25583535118004, 19.3447043362088], [-99.25682728574762, 19.343965848891674], [-99.25789670056074, 19.34298929598499], [-99.25897771888519, 19.341971675737216], [-99.25996489907833, 19.34145840701496], [-99.26105775023923, 19.341025107951967], [-99.26269728882625, 19.340251962810864], [-99.26399857952072, 19.339536271481148]]}"
Romulo O'Farril,Calzada de las Aguilas,Anillo Periferico Boulevard Adolfo Lopez Mateos,Arteria principal,50,19.35354291,-99.2070781,"{""type"": ""LineString"", ""coordinates"": [[-99.19878158604376, 19.356188895636315], [-99.1990817207473, 19.35625303173062], [-99.20009602232997, 19.355961780652606], [-99.2008721832712, 19.35580367198794], [-99.20163070399482, 19.355645563286664], [-99.20193058506949, 19.355562348250306], [-99.2021334447409, 19.35545416916457], [-99.20245978547858, 19.35522116602282], [-99.20332414700887, 19.3537482505492], [-99.20374750768049, 19.352807907094974], [-99.20392390721007, 19.35248336212407], [-99.20417086799394, 19.352217069121387], [-99.20511460910943, 19.351576298625773], [-99.20547622943153, 19.351368255640693], [-99.20576729039709, 19.35133496900163], [-99.20679923129072, 19.351576299084865], [-99.2071735278272, 19.351682625020466], [-99.20843975401748, 19.352042313517472], [-99.21277038070737, 19.353273918051812], [-99.21287622018828, 19.353307205252055], [-99.21306144088823, 19.353415385561277], [-99.2132025608564, 19.35355685373985], [-99.21337896114967, 19.35386475275953], [-99.21369648180455, 19.354413976880373], [-99.21381996160154, 19.35453047895519], [-99.21393462166031, 19.354580408182517], [-99.21411102203453, 19.3546303370699], [-99.21573694016361, 19.355102983633085]]}"
Av. Lomas de Plateros,Av. Centenario,Molinos,Arteria principal,50,19.36918785,-99.19512493,"{""type"": ""LineString"", ""coordinates"": [[-99.1955253595278, 19.365837243408848], [-99.19548371924412, 19.36723517701512], [-99.19533500206829, 19.36875803200567], [-99.19515654279304, 19.37037606573109], [-99.19506136482626, 19.370768676711467], [-99.19497808320854, 19.371000674292105], [-99.19481152123761, 19.371226723179173], [-99.19459736987612, 19.371476566442297], [-99.19432968049307, 19.371756153180126], [-99.19413932355002, 19.37191676622248], [-99.19378359356938, 19.372067862732415]]}"
5 de Mayo,Av. Centenario,Av. de los Leones,Arteria principal,50,19.36256383,-99.21214085,"{""type"": ""LineString"", ""coordinates"": [[-99.19558859677196, 19.364797448481152], [-99.19762010534154, 19.364979886459604], [-99.19917442217269, 19.36514273000125], [-99.20076749813128, 19.365252035771658], [-99.20479363340287, 19.365361340745384], [-99.20509658399331, 19.365364690538986], [-99.20823420316272, 19.36539935204228], [-99.20847767736451, 19.365367238680612], [-99.20953332097793, 19.365075907544423], [-99.2102027610813, 19.364867056127068], [-99.2104565005613, 19.364849593971158], [-99.21073809116709, 19.3648121385886], [-99.21090525040742, 19.364732835397607], [-99.21148455001844, 19.363639776859834], [-99.21186109551641, 19.362874631578855], [-99.21284590592414, 19.36219146298192], [-99.21369881069303, 19.36167631593585], [-99.21573615487098, 19.360961753253587], [-99.21589258855909, 19.36083365056936], [-99.2160944332542, 19.36062794225135], [-99.21623697523336, 19.36045239195796], [-99.21642557582587, 19.360334539560384], [-99.21665129639767, 19.360189583382958], [-99.2170051282821, 19.359868669369572], [-99.2173469168969, 19.359580330367297], [-99.21764353887988, 19.35929997402103], [-99.2179801088675, 19.359154724632205], [-99.21832157268025, 19.359068329473207], [-99.21882485278502, 19.358974995689533], [-99.22047544179233, 19.35867734389893], [-99.22074441679126, 19.35865218994422], [-99.22104925425812, 19.35866443351858], [-99.22206851990708, 19.358819814956398], [-99.22234642781562, 19.358830232934558], [-99.223267474792, 19.35884270807461], [-99.22342167521518, 19.35886345833573], [-99.22357528466088, 19.358916556323404], [-99.22373310894112, 19.35901952664662], [-99.22386434734389, 19.359138959285957], [-99.22393832258805, 19.359349452281254], [-99.22392920564602, 19.359486978330793], [-99.2238514281909, 19.35963157189595], [-99.22372090503838, 19.359735965546502], [-99.22346821491263, 19.35981919193075], [-99.22280986803163, 19.3600326322291], [-99.22254443059717, 19.360133050087775], [-99.2223958608289, 19.360242634170472], [-99.22232725665441, 19.360327332169298], [-99.222238008793, 19.36046944657071], [-99.22220867638735, 19.360675805225938], [-99.22225230878333, 19.36089399228924], [-99.22232298085707, 19.361124347552295], [-99.22235168618604, 19.361188784438035], [-99.22241189481205, 19.361310909352976], [-99.2224867445809, 19.361402993619627], [-99.22256008418783, 19.361480987874067], [-99.22260391129271, 19.361521494502604], [-99.22267928015361, 19.36157776693954], [-99.22273477889074, 19.36161099148414], [-99.22276721396166, 19.361628280783794], [-99.2228311329612, 19.36166291475315], [-99.22293428535227, 19.361697744676295], [-99.22458351324691, 19.361999582859283], [-99.2247980909403, 19.36205675357301]]}"
Carretera al Olivo,Av. Loma de la Palma,Av. Carlos Echanove,Arteria principal,50,19.37777148,-99.27742394,"{""type"": ""LineString"", ""coordinates"": [[-99.27860301086895, 19.382840128850365], [-99.27847825142138, 19.382060139792173], [-99.2780535915203, 19.38071268539283], [-99.2768568224619, 19.378017743281763], [-99.27666379576041, 19.37710727913378], [-99.27654797921203, 19.376378905132754], [-99.27697263962504, 19.375177079938464], [-99.27747451010006, 19.374339438630784], [-99.27751311543358, 19.37350179349], [-99.2774326928468, 19.372685511220478]]}"
Av. Jalisco,Circuito Interior Av. Revolucion,Anillo Periferico Boulevard Adolfo Lopez Mateos,Arteria principal,50,19.40275236,-99.18706957,"{""type"": ""LineString"", ""coordinates"": [[-99.18996453893374, 19.39771939621796], [-99.1897839302684, 19.397972362296162], [-99.18877738666086, 19.399670559688065], [-99.18776733742898, 19.401480877447064], [-99.1873497419065, 19.402098347520877], [-99.18705533690861, 19.40262467933622], [-99.18673227237089, 19.40332971830801], [-99.18641573600743, 19.403857569255294], [-99.18570434484862, 19.40525351247408], [-99.1846942640446, 19.40712733810668], [-99.18421680159666, 19.40780663573001]]}"
Camino Real A Toluca,Anillo Periferico Boulevard Adolfo Lopez Mateos,Ecuatorianos,Arteria principal,50,19.39266783,-99.19983063,"{""type"": ""LineString"", ""coordinates"": [[-99.18996453893374, 19.39771939621796], [-99.19027664964179, 19.39731239152943], [-99.19061397096145, 19.397079063155207], [-99.19102325395846, 19.396900885232682], [-99.19115368443896, 19.39683300849272], [-99.19151349322132, 19.3966972535573], [-99.19227808745363, 19.39642150161515], [-99.1928133032555, 19.396251807995117], [-99.19304268172299, 19.396175445601713], [-99.19340249034003, 19.395959085465474], [-99.19387024224132, 19.39568757447417], [-99.19486871284465, 19.394915462893525], [-99.19525100942084, 19.39461425312741], [-99.19550737341608, 19.394423345776165], [-99.19638890580669, 19.393782742417297], [-99.19656431214666, 19.39365122799382], [-99.19691512649851, 19.393502743155505], [-99.19750881125188, 19.39321850022481], [-99.19763474396825, 19.393142136848525], [-99.19796307041078, 19.392968197505304], [-99.19854326197539, 19.392620317402653], [-99.19875464969284, 19.392488801347636], [-99.1991369466164, 19.392297891284038], [-99.19937082252243, 19.392174860272274], [-99.19955072711765, 19.392068798708966], [-99.19979359856593, 19.391937282144422], [-99.19998699556086, 19.391810008440533], [-99.2002478578119, 19.391644552852465], [-99.20079206815586, 19.39134333655861], [-99.20104393517737, 19.39118212281523], [-99.20125982032948, 19.391054848203922], [-99.20164211718618, 19.3908512093385], [-99.20203790707606, 19.390639084061515], [-99.20204925481325, 19.39063243991501], [-99.20229876871578, 19.390486354518828], [-99.20295542020276, 19.390129984225137], [-99.20326125790731, 19.389960283555997], [-99.20355810027067, 19.38982452372955], [-99.20380097187217, 19.389748158021536], [-99.20407982329365, 19.389765128176805], [-99.20440365138158, 19.389765127806797], [-99.20477245573339, 19.389849978542117], [-99.20508728888286, 19.389951799007008], [-99.20533915471225, 19.390062104617765], [-99.20563599782432, 19.390172409633433], [-99.20613972986403, 19.39037604971001], [-99.20667044823686, 19.390579689341173], [-99.20692776353239, 19.390615342422727], [-99.20701696467879, 19.390617865323236], [-99.20717192874984, 19.390617865083588], [-99.20734130811199, 19.390600868179096], [-99.20757195192122, 19.390611066599334], [-99.20793233241568, 19.390580472287805], [-99.20819901459015, 19.390560075553964], [-99.2084440737449, 19.390529481175967], [-99.20867111372426, 19.390464892726474], [-99.20897383434077, 19.390325516909435], [-99.2093342147468, 19.39017934328334], [-99.2095432363108, 19.39006716261714], [-99.2097882948378, 19.389937985352184], [-99.21019180202785, 19.38972211106372]]}"
Av. Rio de Tacubaya,Viaducto Miguel Aleman,Mina de Terreros,Arteria principal,50,19.39850183,-99.19704589,"{""type"": ""LineString"", ""coordinates"": [[-99.20173384992972, 19.396935999854364], [-99.20153734024763, 19.39741962972991], [-99.20146272001793, 19.397515250063883], [-99.20110409256701, 19.397706299191885], [-99.19997802368714, 19.39797295460812], [-99.19898882822214, 19.398161238571582], [-99.1978498512538, 19.397991356782722], [-99.19759466037215, 19.397963448938743], [-99.19739494604805, 19.397935541059404], [-99.19721742147263, 19.397921586808085], [-99.19706948519975, 19.397907632846824], [-99.19691784931594, 19.397932052234044], [-99.19668115091194, 19.397977402538974], [-99.1965184199612, 19.398033218166383], [-99.19622254686047, 19.398197176180794], [-99.1960487208527, 19.398287877216944], [-99.195686275393, 19.398486719442474], [-99.1954791643588, 19.39899952344397], [-99.19535341817189, 19.39905882730735], [-99.19515370322891, 19.39913906125127], [-99.19458414585863, 19.399341391370807], [-99.19399609699262, 19.399564652550648], [-99.1932601119629, 19.399798377960224], [-99.19304190499311, 19.399857680900343], [-99.19264617434816, 19.399903031205685], [-99.19213948981039, 19.399875123602502]]}"
Paseo de la Reforma,Glorieta Cuitlahuac,Glorieta Cuitlahuac,Arteria principal,50,19.44850089,-99.13503474,"{""type"": ""LineString"", ""coordinates"": [[-99.13518895526151, 19.44776244769123], [-99.13527972020594, 19.4478806140417], [-99.13534218067512, 19.448026355961204], [-99.1353659751383, 19.44815722613718], [-99.1353570525429, 19.44832081468894], [-99.13530351474884, 19.448508197189202], [-99.13517264438276, 19.448665836161272], [-99.13504177369437, 19.44876696346943], [-99.13490495445886, 19.448823475621385], [-99.13473541822579, 19.448853219315854], [-99.13459265022641, 19.44885321866004], [-99.13442906257752, 19.448820501399826], [-99.13430116686631, 19.44876101461722]]}"
Prolongacion Bosques de la Reforma,Paseo de los Ahuehuetes,Av. Loma de la Palma,Arteria principal,50,19.38764213,-99.26266789,"{""type"": ""LineString"", ""coordinates"": [[-99.25913069804353, 19.392776016108346], [-99.25968289947436, 19.392191609692873], [-99.25971300631866, 19.392042515711804], [-99.25966784599086, 19.391730126203896], [-99.25959257807281, 19.391488733639022], [-99.25956999787523, 19.39128283998244], [-99.25956247150232, 19.391084046167972], [-99.25957752477808, 19.39087815210442], [-99.25967537298288, 19.390516061472756], [-99.25977322050993, 19.390246267998048], [-99.26005171003384, 19.389841577807406], [-99.26028503997267, 19.389656981243252], [-99.2605710562836, 19.389571782587602], [-99.261195777044, 19.389443985681513], [-99.26160974888276, 19.38938008669567], [-99.26186565835692, 19.389294887746544], [-99.26203877328211, 19.389209689360346], [-99.26221941580523, 19.38907479237088], [-99.26252048532841, 19.38876239652934], [-99.26268607393811, 19.38850680060037], [-99.26334090155041, 19.38650461429362], [-99.26370971273501, 19.385326011844374], [-99.26391293557936, 19.38498520868617], [-99.26410863089853, 19.38481480781036], [-99.26449249487452, 19.384623105394702], [-99.26558387485053, 19.384289401526726], [-99.26590752488532, 19.384189999954025], [-99.26620106885942, 19.384026698032944], [-99.26673546811041, 19.383288285561942], [-99.26694539074128, 19.38282622931775]]}"
