fecha,anio,mes,linea,afluencia
1/23/2011,2011,Enero,Linea 4,0
1/24/2011,2011,Enero,Linea 5,0
1/24/2011,2011,Enero,Linea 2,133904
1/24/2011,2011,Enero,Linea 7,0
1/24/2011,2011,Enero,Linea 4,0
1/24/2011,2011,Enero,Linea 6,0
1/24/2011,2011,Enero,Linea 1,344319
1/24/2011,2011,Enero,Linea 3,0
1/25/2011,2011,Enero,Linea 7,0
1/25/2011,2011,Enero,Linea 6,0
1/25/2011,2011,Enero,Linea 2,131816
1/25/2011,2011,Enero,Linea 1,350553
1/25/2011,2011,Enero,Linea 3,0
1/25/2011,2011,Enero,Linea 5,0
1/25/2011,2011,Enero,Linea 4,0
1/26/2011,2011,Enero,Linea 7,0
1/26/2011,2011,Enero,Linea 2,132638
1/26/2011,2011,Enero,Linea 1,352837
1/26/2011,2011,Enero,Linea 5,0
1/26/2011,2011,Enero,Linea 6,0
1/26/2011,2011,Enero,Linea 3,0
1/26/2011,2011,Enero,Linea 4,0
1/27/2011,2011,Enero,Linea 7,0
1/27/2011,2011,Enero,Linea 3,0
1/27/2011,2011,Enero,Linea 6,0
1/27/2011,2011,Enero,Linea 5,0
1/27/2011,2011,Enero,Linea 1,347944
1/27/2011,2011,Enero,Linea 4,0
1/27/2011,2011,Enero,Linea 2,132624
1/28/2011,2011,Enero,Linea 3,0
1/28/2011,2011,Enero,Linea 4,0
1/28/2011,2011,Enero,Linea 5,0
1/28/2011,2011,Enero,Linea 6,0
1/28/2011,2011,Enero,Linea 7,0
1/28/2011,2011,Enero,Linea 1,373920
1/28/2011,2011,Enero,Linea 2,139450
1/29/2011,2011,Enero,Linea 1,200022
1/29/2011,2011,Enero,Linea 5,0
1/29/2011,2011,Enero,Linea 6,0
1/29/2011,2011,Enero,Linea 7,0
1/29/2011,2011,Enero,Linea 3,0
1/29/2011,2011,Enero,Linea 4,0
1/29/2011,2011,Enero,Linea 2,81609
1/30/2011,2011,Enero,Linea 7,0
1/30/2011,2011,Enero,Linea 1,115429
1/30/2011,2011,Enero,Linea 2,47983
1/30/2011,2011,Enero,Linea 5,0
1/30/2011,2011,Enero,Linea 6,0
1/30/2011,2011,Enero,Linea 3,0
1/30/2011,2011,Enero,Linea 4,0
1/31/2011,2011,Enero,Linea 3,0
1/31/2011,2011,Enero,Linea 5,0
1/31/2011,2011,Enero,Linea 6,0
1/31/2011,2011,Enero,Linea 7,0
1/31/2011,2011,Enero,Linea 1,358924
1/31/2011,2011,Enero,Linea 4,0
1/31/2011,2011,Enero,Linea 2,137729
2/1/2011,2011,Febrero,Linea 1,365923
2/1/2011,2011,Febrero,Linea 3,0
2/1/2011,2011,Febrero,Linea 6,0
2/1/2011,2011,Febrero,Linea 2,138746
2/1/2011,2011,Febrero,Linea 7,0
2/1/2011,2011,Febrero,Linea 4,0
2/1/2011,2011,Febrero,Linea 5,0
2/2/2011,2011,Febrero,Linea 7,0
2/2/2011,2011,Febrero,Linea 3,0
2/2/2011,2011,Febrero,Linea 4,0
2/2/2011,2011,Febrero,Linea 5,0
2/2/2011,2011,Febrero,Linea 2,136162
2/2/2011,2011,Febrero,Linea 6,0
2/2/2011,2011,Febrero,Linea 1,359528
2/3/2011,2011,Febrero,Linea 1,361271
2/3/2011,2011,Febrero,Linea 5,0
2/3/2011,2011,Febrero,Linea 4,0
2/3/2011,2011,Febrero,Linea 6,0
2/3/2011,2011,Febrero,Linea 7,0
2/3/2011,2011,Febrero,Linea 3,0
2/3/2011,2011,Febrero,Linea 2,138234
2/4/2011,2011,Febrero,Linea 1,374449
2/4/2011,2011,Febrero,Linea 5,0
2/4/2011,2011,Febrero,Linea 3,0
2/4/2011,2011,Febrero,Linea 4,0
2/4/2011,2011,Febrero,Linea 6,0
2/4/2011,2011,Febrero,Linea 7,0
2/4/2011,2011,Febrero,Linea 2,141585
2/5/2011,2011,Febrero,Linea 3,0
2/5/2011,2011,Febrero,Linea 5,0
2/5/2011,2011,Febrero,Linea 1,206308
2/5/2011,2011,Febrero,Linea 2,79432
2/5/2011,2011,Febrero,Linea 6,0
2/5/2011,2011,Febrero,Linea 4,0
2/5/2011,2011,Febrero,Linea 7,0
2/6/2011,2011,Febrero,Linea 1,104229
2/6/2011,2011,Febrero,Linea 7,0
2/6/2011,2011,Febrero,Linea 4,0
2/6/2011,2011,Febrero,Linea 5,0
2/6/2011,2011,Febrero,Linea 6,0
2/6/2011,2011,Febrero,Linea 2,46947
2/6/2011,2011,Febrero,Linea 3,0
2/7/2011,2011,Febrero,Linea 7,0
2/7/2011,2011,Febrero,Linea 5,0
2/7/2011,2011,Febrero,Linea 6,0
2/7/2011,2011,Febrero,Linea 1,128721
2/7/2011,2011,Febrero,Linea 3,0
2/7/2011,2011,Febrero,Linea 4,0
2/7/2011,2011,Febrero,Linea 2,54327
2/8/2011,2011,Febrero,Linea 1,364073
2/8/2011,2011,Febrero,Linea 3,79181
2/8/2011,2011,Febrero,Linea 5,0
2/8/2011,2011,Febrero,Linea 6,0
2/8/2011,2011,Febrero,Linea 7,0
2/8/2011,2011,Febrero,Linea 4,0
2/8/2011,2011,Febrero,Linea 2,143252
2/9/2011,2011,Febrero,Linea 3,94471
2/9/2011,2011,Febrero,Linea 4,0
2/9/2011,2011,Febrero,Linea 5,0
2/9/2011,2011,Febrero,Linea 6,0
2/9/2011,2011,Febrero,Linea 7,0
2/9/2011,2011,Febrero,Linea 1,372493
2/9/2011,2011,Febrero,Linea 2,144210
2/10/2011,2011,Febrero,Linea 2,143820
2/10/2011,2011,Febrero,Linea 5,0
2/10/2011,2011,Febrero,Linea 6,0
2/10/2011,2011,Febrero,Linea 4,0
2/10/2011,2011,Febrero,Linea 7,0
2/10/2011,2011,Febrero,Linea 1,370591
2/10/2011,2011,Febrero,Linea 3,95296
2/11/2011,2011,Febrero,Linea 5,0
2/11/2011,2011,Febrero,Linea 2,145907
2/11/2011,2011,Febrero,Linea 4,0
2/11/2011,2011,Febrero,Linea 6,0
2/11/2011,2011,Febrero,Linea 7,0
2/11/2011,2011,Febrero,Linea 1,388794
2/11/2011,2011,Febrero,Linea 3,98210
2/12/2011,2011,Febrero,Linea 7,0
2/12/2011,2011,Febrero,Linea 2,93180
2/12/2011,2011,Febrero,Linea 3,73530
2/12/2011,2011,Febrero,Linea 4,0
2/12/2011,2011,Febrero,Linea 5,0
2/12/2011,2011,Febrero,Linea 6,0
2/12/2011,2011,Febrero,Linea 1,219407
2/13/2011,2011,Febrero,Linea 1,127299
2/13/2011,2011,Febrero,Linea 3,51138
2/13/2011,2011,Febrero,Linea 5,0
2/13/2011,2011,Febrero,Linea 2,56607
2/13/2011,2011,Febrero,Linea 6,0
2/13/2011,2011,Febrero,Linea 4,0
2/13/2011,2011,Febrero,Linea 7,0
2/14/2011,2011,Febrero,Linea 3,95820
2/14/2011,2011,Febrero,Linea 5,0
2/14/2011,2011,Febrero,Linea 2,146426
2/14/2011,2011,Febrero,Linea 6,0
2/14/2011,2011,Febrero,Linea 7,0
2/14/2011,2011,Febrero,Linea 1,370020
2/14/2011,2011,Febrero,Linea 4,0
2/15/2011,2011,Febrero,Linea 3,96956
2/15/2011,2011,Febrero,Linea 5,0
2/15/2011,2011,Febrero,Linea 7,0
2/15/2011,2011,Febrero,Linea 6,0
2/15/2011,2011,Febrero,Linea 1,374070
2/15/2011,2011,Febrero,Linea 4,0
2/15/2011,2011,Febrero,Linea 2,144256
2/16/2011,2011,Febrero,Linea 7,0
2/16/2011,2011,Febrero,Linea 2,144091
2/16/2011,2011,Febrero,Linea 5,0
2/16/2011,2011,Febrero,Linea 6,0
2/16/2011,2011,Febrero,Linea 1,380609
2/16/2011,2011,Febrero,Linea 3,95796
2/16/2011,2011,Febrero,Linea 4,0
2/17/2011,2011,Febrero,Linea 7,0
2/17/2011,2011,Febrero,Linea 3,97397
2/17/2011,2011,Febrero,Linea 5,0
2/17/2011,2011,Febrero,Linea 6,0
2/17/2011,2011,Febrero,Linea 2,142880
2/17/2011,2011,Febrero,Linea 1,370475
2/17/2011,2011,Febrero,Linea 4,0
2/18/2011,2011,Febrero,Linea 7,0
2/18/2011,2011,Febrero,Linea 4,0
2/18/2011,2011,Febrero,Linea 2,146264
2/18/2011,2011,Febrero,Linea 6,0
2/18/2011,2011,Febrero,Linea 3,103618
2/18/2011,2011,Febrero,Linea 5,0
2/18/2011,2011,Febrero,Linea 1,389961
2/19/2011,2011,Febrero,Linea 7,0
2/19/2011,2011,Febrero,Linea 5,0
2/19/2011,2011,Febrero,Linea 6,0
2/19/2011,2011,Febrero,Linea 1,222713
2/19/2011,2011,Febrero,Linea 3,76171
2/19/2011,2011,Febrero,Linea 4,0
2/19/2011,2011,Febrero,Linea 2,90464
2/20/2011,2011,Febrero,Linea 1,123524
2/20/2011,2011,Febrero,Linea 4,0
2/20/2011,2011,Febrero,Linea 6,0
2/20/2011,2011,Febrero,Linea 7,0
2/20/2011,2011,Febrero,Linea 2,52488
2/20/2011,2011,Febrero,Linea 5,0
2/20/2011,2011,Febrero,Linea 3,50912
2/21/2011,2011,Febrero,Linea 4,0
2/21/2011,2011,Febrero,Linea 1,357608
2/21/2011,2011,Febrero,Linea 2,141482
2/21/2011,2011,Febrero,Linea 5,0
2/21/2011,2011,Febrero,Linea 6,0
2/21/2011,2011,Febrero,Linea 7,0
2/21/2011,2011,Febrero,Linea 3,98259
2/22/2011,2011,Febrero,Linea 4,0
2/22/2011,2011,Febrero,Linea 2,143792
2/22/2011,2011,Febrero,Linea 7,0
2/22/2011,2011,Febrero,Linea 1,376269
2/22/2011,2011,Febrero,Linea 6,0
2/22/2011,2011,Febrero,Linea 5,0
2/22/2011,2011,Febrero,Linea 3,99850
2/23/2011,2011,Febrero,Linea 3,103770
2/23/2011,2011,Febrero,Linea 5,0
2/23/2011,2011,Febrero,Linea 1,380838
2/23/2011,2011,Febrero,Linea 2,144497
2/23/2011,2011,Febrero,Linea 6,0
2/23/2011,2011,Febrero,Linea 4,0
2/23/2011,2011,Febrero,Linea 7,0
2/24/2011,2011,Febrero,Linea 1,373392
2/24/2011,2011,Febrero,Linea 7,0
2/24/2011,2011,Febrero,Linea 3,101292
2/24/2011,2011,Febrero,Linea 2,143254
2/24/2011,2011,Febrero,Linea 5,0
2/24/2011,2011,Febrero,Linea 6,0
2/24/2011,2011,Febrero,Linea 4,0
2/25/2011,2011,Febrero,Linea 1,388503
2/25/2011,2011,Febrero,Linea 7,0
2/25/2011,2011,Febrero,Linea 2,146419
2/25/2011,2011,Febrero,Linea 3,109028
2/25/2011,2011,Febrero,Linea 5,0
2/25/2011,2011,Febrero,Linea 6,0
2/25/2011,2011,Febrero,Linea 4,0
2/26/2011,2011,Febrero,Linea 1,219952
2/26/2011,2011,Febrero,Linea 3,78190
2/26/2011,2011,Febrero,Linea 5,0
2/26/2011,2011,Febrero,Linea 7,0
2/26/2011,2011,Febrero,Linea 2,90627
2/26/2011,2011,Febrero,Linea 6,0
2/26/2011,2011,Febrero,Linea 4,0
2/27/2011,2011,Febrero,Linea 7,0
2/27/2011,2011,Febrero,Linea 3,51048
2/27/2011,2011,Febrero,Linea 4,0
2/27/2011,2011,Febrero,Linea 5,0
2/27/2011,2011,Febrero,Linea 6,0
2/27/2011,2011,Febrero,Linea 1,119252
2/27/2011,2011,Febrero,Linea 2,53814
2/28/2011,2011,Febrero,Linea 6,0
2/28/2011,2011,Febrero,Linea 3,104310
2/28/2011,2011,Febrero,Linea 5,0
2/28/2011,2011,Febrero,Linea 7,0
2/28/2011,2011,Febrero,Linea 1,377137
2/28/2011,2011,Febrero,Linea 4,0
2/28/2011,2011,Febrero,Linea 2,143104
3/1/2011,2011,Marzo,Linea 7,0
3/1/2011,2011,Marzo,Linea 1,377668
3/1/2011,2011,Marzo,Linea 2,147184
3/1/2011,2011,Marzo,Linea 5,0
3/1/2011,2011,Marzo,Linea 4,0
3/1/2011,2011,Marzo,Linea 6,0
3/1/2011,2011,Marzo,Linea 3,106051
3/2/2011,2011,Marzo,Linea 3,104404
3/2/2011,2011,Marzo,Linea 2,147298
3/2/2011,2011,Marzo,Linea 7,0
3/2/2011,2011,Marzo,Linea 6,0
3/2/2011,2011,Marzo,Linea 5,0
3/2/2011,2011,Marzo,Linea 1,379333
3/2/2011,2011,Marzo,Linea 4,0
3/3/2011,2011,Marzo,Linea 1,381835
3/3/2011,2011,Marzo,Linea 7,0
3/3/2011,2011,Marzo,Linea 5,0
3/3/2011,2011,Marzo,Linea 6,0
3/3/2011,2011,Marzo,Linea 3,105590
3/3/2011,2011,Marzo,Linea 4,0
3/3/2011,2011,Marzo,Linea 2,144756
3/4/2011,2011,Marzo,Linea 6,0
3/4/2011,2011,Marzo,Linea 5,0
3/4/2011,2011,Marzo,Linea 7,0
3/4/2011,2011,Marzo,Linea 1,388098
3/4/2011,2011,Marzo,Linea 3,108793
3/4/2011,2011,Marzo,Linea 4,0
3/4/2011,2011,Marzo,Linea 2,148897
3/5/2011,2011,Marzo,Linea 1,232998
3/5/2011,2011,Marzo,Linea 7,0
3/5/2011,2011,Marzo,Linea 5,0
3/5/2011,2011,Marzo,Linea 2,90068
3/5/2011,2011,Marzo,Linea 6,0
3/5/2011,2011,Marzo,Linea 4,0
3/5/2011,2011,Marzo,Linea 3,77523
3/6/2011,2011,Marzo,Linea 2,51186
3/6/2011,2011,Marzo,Linea 6,0
3/6/2011,2011,Marzo,Linea 3,51580
3/6/2011,2011,Marzo,Linea 5,0
3/6/2011,2011,Marzo,Linea 7,0
3/6/2011,2011,Marzo,Linea 1,107994
3/6/2011,2011,Marzo,Linea 4,0
3/7/2011,2011,Marzo,Linea 3,102522
3/7/2011,2011,Marzo,Linea 4,0
3/7/2011,2011,Marzo,Linea 6,0
3/7/2011,2011,Marzo,Linea 5,0
3/7/2011,2011,Marzo,Linea 7,0
3/7/2011,2011,Marzo,Linea 1,361374
3/7/2011,2011,Marzo,Linea 2,141877
3/8/2011,2011,Marzo,Linea 1,372629
3/8/2011,2011,Marzo,Linea 7,0
3/8/2011,2011,Marzo,Linea 2,143994
3/8/2011,2011,Marzo,Linea 6,0
3/8/2011,2011,Marzo,Linea 3,101049
3/8/2011,2011,Marzo,Linea 4,0
3/8/2011,2011,Marzo,Linea 5,0
3/9/2011,2011,Marzo,Linea 7,0
3/9/2011,2011,Marzo,Linea 6,0
3/9/2011,2011,Marzo,Linea 1,375403
3/9/2011,2011,Marzo,Linea 2,144080
3/9/2011,2011,Marzo,Linea 5,0
3/9/2011,2011,Marzo,Linea 3,104200
3/9/2011,2011,Marzo,Linea 4,0
3/10/2011,2011,Marzo,Linea 1,377423
3/10/2011,2011,Marzo,Linea 5,0
3/10/2011,2011,Marzo,Linea 6,0
3/10/2011,2011,Marzo,Linea 2,143960
3/10/2011,2011,Marzo,Linea 4,0
3/10/2011,2011,Marzo,Linea 7,0
3/10/2011,2011,Marzo,Linea 3,103935
3/11/2011,2011,Marzo,Linea 1,386267
3/11/2011,2011,Marzo,Linea 7,0
3/11/2011,2011,Marzo,Linea 4,0
3/11/2011,2011,Marzo,Linea 5,0
3/11/2011,2011,Marzo,Linea 6,0
3/11/2011,2011,Marzo,Linea 2,147411
3/11/2011,2011,Marzo,Linea 3,109997
3/12/2011,2011,Marzo,Linea 1,221388
3/12/2011,2011,Marzo,Linea 4,0
3/12/2011,2011,Marzo,Linea 5,0
3/12/2011,2011,Marzo,Linea 2,92228
3/12/2011,2011,Marzo,Linea 6,0
3/12/2011,2011,Marzo,Linea 3,75373
3/12/2011,2011,Marzo,Linea 7,0
3/13/2011,2011,Marzo,Linea 3,50203
3/13/2011,2011,Marzo,Linea 4,0
3/13/2011,2011,Marzo,Linea 7,0
3/13/2011,2011,Marzo,Linea 1,111291
3/13/2011,2011,Marzo,Linea 2,53116
3/13/2011,2011,Marzo,Linea 6,0
3/13/2011,2011,Marzo,Linea 5,0
3/14/2011,2011,Marzo,Linea 7,0
3/14/2011,2011,Marzo,Linea 6,0
3/14/2011,2011,Marzo,Linea 5,0
3/14/2011,2011,Marzo,Linea 3,101984
3/14/2011,2011,Marzo,Linea 1,365248
3/14/2011,2011,Marzo,Linea 4,0
3/14/2011,2011,Marzo,Linea 2,140632
3/15/2011,2011,Marzo,Linea 5,0
3/15/2011,2011,Marzo,Linea 6,0
3/15/2011,2011,Marzo,Linea 2,144873
3/15/2011,2011,Marzo,Linea 7,0
3/15/2011,2011,Marzo,Linea 1,377052
3/15/2011,2011,Marzo,Linea 3,104645
3/15/2011,2011,Marzo,Linea 4,0
3/16/2011,2011,Marzo,Linea 7,0
3/16/2011,2011,Marzo,Linea 2,145872
3/16/2011,2011,Marzo,Linea 1,380890
3/16/2011,2011,Marzo,Linea 4,0
3/16/2011,2011,Marzo,Linea 5,0
3/16/2011,2011,Marzo,Linea 6,0
3/16/2011,2011,Marzo,Linea 3,108022
3/17/2011,2011,Marzo,Linea 7,0
3/17/2011,2011,Marzo,Linea 5,0
3/17/2011,2011,Marzo,Linea 6,0
3/17/2011,2011,Marzo,Linea 2,143736
3/17/2011,2011,Marzo,Linea 1,377812
3/17/2011,2011,Marzo,Linea 3,105266
3/17/2011,2011,Marzo,Linea 4,0
3/18/2011,2011,Marzo,Linea 5,0
3/18/2011,2011,Marzo,Linea 1,383570
3/18/2011,2011,Marzo,Linea 6,0
3/18/2011,2011,Marzo,Linea 4,0
3/18/2011,2011,Marzo,Linea 7,0
3/18/2011,2011,Marzo,Linea 3,111590
3/18/2011,2011,Marzo,Linea 2,147850
3/19/2011,2011,Marzo,Linea 1,215937
3/19/2011,2011,Marzo,Linea 3,74329
3/19/2011,2011,Marzo,Linea 4,0
3/19/2011,2011,Marzo,Linea 7,0
3/19/2011,2011,Marzo,Linea 5,0
3/19/2011,2011,Marzo,Linea 6,0
3/19/2011,2011,Marzo,Linea 2,83234
3/20/2011,2011,Marzo,Linea 1,118960
3/20/2011,2011,Marzo,Linea 7,0
3/20/2011,2011,Marzo,Linea 6,0
3/20/2011,2011,Marzo,Linea 2,50458
3/20/2011,2011,Marzo,Linea 3,49006
3/20/2011,2011,Marzo,Linea 5,0
3/20/2011,2011,Marzo,Linea 4,0
3/21/2011,2011,Marzo,Linea 3,51758
3/21/2011,2011,Marzo,Linea 6,0
3/21/2011,2011,Marzo,Linea 7,0
3/21/2011,2011,Marzo,Linea 1,122451
3/21/2011,2011,Marzo,Linea 4,0
3/21/2011,2011,Marzo,Linea 5,0
3/21/2011,2011,Marzo,Linea 2,54965
3/22/2011,2011,Marzo,Linea 3,102387
3/22/2011,2011,Marzo,Linea 4,0
3/22/2011,2011,Marzo,Linea 6,0
3/22/2011,2011,Marzo,Linea 7,0
3/22/2011,2011,Marzo,Linea 5,0
3/22/2011,2011,Marzo,Linea 1,367812
3/22/2011,2011,Marzo,Linea 2,141706
3/23/2011,2011,Marzo,Linea 7,0
3/23/2011,2011,Marzo,Linea 3,104633
3/23/2011,2011,Marzo,Linea 1,373036
3/23/2011,2011,Marzo,Linea 2,146752
3/23/2011,2011,Marzo,Linea 5,0
3/23/2011,2011,Marzo,Linea 6,0
3/23/2011,2011,Marzo,Linea 4,0
3/24/2011,2011,Marzo,Linea 1,371498
3/24/2011,2011,Marzo,Linea 7,0
3/24/2011,2011,Marzo,Linea 3,104428
3/24/2011,2011,Marzo,Linea 6,0
3/24/2011,2011,Marzo,Linea 2,142641
3/24/2011,2011,Marzo,Linea 4,0
3/24/2011,2011,Marzo,Linea 5,0
3/25/2011,2011,Marzo,Linea 1,382954
3/25/2011,2011,Marzo,Linea 3,108692
3/25/2011,2011,Marzo,Linea 7,0
3/25/2011,2011,Marzo,Linea 5,0
3/25/2011,2011,Marzo,Linea 6,0
3/25/2011,2011,Marzo,Linea 4,0
3/25/2011,2011,Marzo,Linea 2,146778
3/26/2011,2011,Marzo,Linea 1,210774
3/26/2011,2011,Marzo,Linea 7,0
3/26/2011,2011,Marzo,Linea 5,0
3/26/2011,2011,Marzo,Linea 4,0
3/26/2011,2011,Marzo,Linea 6,0
3/26/2011,2011,Marzo,Linea 3,76757
3/26/2011,2011,Marzo,Linea 2,89680
3/27/2011,2011,Marzo,Linea 7,0
3/27/2011,2011,Marzo,Linea 6,0
3/27/2011,2011,Marzo,Linea 5,0
3/27/2011,2011,Marzo,Linea 4,0
3/27/2011,2011,Marzo,Linea 1,107008
3/27/2011,2011,Marzo,Linea 3,48355
3/27/2011,2011,Marzo,Linea 2,52003
3/28/2011,2011,Marzo,Linea 4,0
3/28/2011,2011,Marzo,Linea 6,0
3/28/2011,2011,Marzo,Linea 2,142946
3/28/2011,2011,Marzo,Linea 5,0
3/28/2011,2011,Marzo,Linea 7,0
3/28/2011,2011,Marzo,Linea 1,359260
3/28/2011,2011,Marzo,Linea 3,104419
3/29/2011,2011,Marzo,Linea 7,0
3/29/2011,2011,Marzo,Linea 6,0
3/29/2011,2011,Marzo,Linea 4,0
3/29/2011,2011,Marzo,Linea 5,0
3/29/2011,2011,Marzo,Linea 1,362918
3/29/2011,2011,Marzo,Linea 3,104354
3/29/2011,2011,Marzo,Linea 2,142182
3/30/2011,2011,Marzo,Linea 1,371357
3/30/2011,2011,Marzo,Linea 3,104513
3/30/2011,2011,Marzo,Linea 2,144016
3/30/2011,2011,Marzo,Linea 5,0
3/30/2011,2011,Marzo,Linea 6,0
3/30/2011,2011,Marzo,Linea 7,0
3/30/2011,2011,Marzo,Linea 4,0
3/31/2011,2011,Marzo,Linea 1,377534
3/31/2011,2011,Marzo,Linea 3,105737
3/31/2011,2011,Marzo,Linea 2,143332
3/31/2011,2011,Marzo,Linea 5,0
3/31/2011,2011,Marzo,Linea 6,0
3/31/2011,2011,Marzo,Linea 4,0
3/31/2011,2011,Marzo,Linea 7,0
4/1/2011,2011,Abril,Linea 3,112586
4/1/2011,2011,Abril,Linea 5,0
4/1/2011,2011,Abril,Linea 2,148134
4/1/2011,2011,Abril,Linea 4,0
4/1/2011,2011,Abril,Linea 6,0
4/1/2011,2011,Abril,Linea 7,0
4/1/2011,2011,Abril,Linea 1,397311
4/2/2011,2011,Abril,Linea 1,221149
4/2/2011,2011,Abril,Linea 7,0
4/2/2011,2011,Abril,Linea 3,79649
4/2/2011,2011,Abril,Linea 4,0
4/2/2011,2011,Abril,Linea 6,0
4/2/2011,2011,Abril,Linea 2,92295
4/2/2011,2011,Abril,Linea 5,0
4/3/2011,2011,Abril,Linea 1,112224
4/3/2011,2011,Abril,Linea 5,0
4/3/2011,2011,Abril,Linea 7,0
4/3/2011,2011,Abril,Linea 2,51316
4/3/2011,2011,Abril,Linea 6,0
4/3/2011,2011,Abril,Linea 3,49170
4/3/2011,2011,Abril,Linea 4,0
4/4/2011,2011,Abril,Linea 1,362970
4/4/2011,2011,Abril,Linea 4,0
4/4/2011,2011,Abril,Linea 6,0
4/4/2011,2011,Abril,Linea 7,0
4/4/2011,2011,Abril,Linea 2,141639
4/4/2011,2011,Abril,Linea 5,0
4/4/2011,2011,Abril,Linea 3,102906
4/5/2011,2011,Abril,Linea 3,108655
4/5/2011,2011,Abril,Linea 4,0
4/5/2011,2011,Abril,Linea 7,0
4/5/2011,2011,Abril,Linea 5,0
4/5/2011,2011,Abril,Linea 6,0
4/5/2011,2011,Abril,Linea 1,377120
4/5/2011,2011,Abril,Linea 2,145264
4/6/2011,2011,Abril,Linea 1,382586
4/6/2011,2011,Abril,Linea 3,108714
4/6/2011,2011,Abril,Linea 4,0
4/6/2011,2011,Abril,Linea 5,0
4/6/2011,2011,Abril,Linea 6,0
4/6/2011,2011,Abril,Linea 7,0
4/6/2011,2011,Abril,Linea 2,145017
4/7/2011,2011,Abril,Linea 3,106387
4/7/2011,2011,Abril,Linea 5,0
4/7/2011,2011,Abril,Linea 7,0
4/7/2011,2011,Abril,Linea 6,0
4/7/2011,2011,Abril,Linea 4,0
4/7/2011,2011,Abril,Linea 1,370431
4/7/2011,2011,Abril,Linea 2,143723
4/8/2011,2011,Abril,Linea 1,382169
4/8/2011,2011,Abril,Linea 4,0
4/8/2011,2011,Abril,Linea 6,0
4/8/2011,2011,Abril,Linea 2,147000
4/8/2011,2011,Abril,Linea 7,0
4/8/2011,2011,Abril,Linea 5,0
4/8/2011,2011,Abril,Linea 3,111811
4/9/2011,2011,Abril,Linea 3,79252
4/9/2011,2011,Abril,Linea 6,0
4/9/2011,2011,Abril,Linea 7,0
4/9/2011,2011,Abril,Linea 2,93292
4/9/2011,2011,Abril,Linea 5,0
4/9/2011,2011,Abril,Linea 1,219842
4/9/2011,2011,Abril,Linea 4,0
4/10/2011,2011,Abril,Linea 1,110104
4/10/2011,2011,Abril,Linea 7,0
4/10/2011,2011,Abril,Linea 6,0
4/10/2011,2011,Abril,Linea 5,0
4/10/2011,2011,Abril,Linea 4,0
4/10/2011,2011,Abril,Linea 3,48473
4/10/2011,2011,Abril,Linea 2,51456
4/11/2011,2011,Abril,Linea 1,361019
4/11/2011,2011,Abril,Linea 7,0
4/11/2011,2011,Abril,Linea 4,0
4/11/2011,2011,Abril,Linea 5,0
4/11/2011,2011,Abril,Linea 6,0
4/11/2011,2011,Abril,Linea 3,103707
4/11/2011,2011,Abril,Linea 2,139784
4/12/2011,2011,Abril,Linea 1,370854
4/12/2011,2011,Abril,Linea 5,0
4/12/2011,2011,Abril,Linea 7,0
4/12/2011,2011,Abril,Linea 2,151276
4/12/2011,2011,Abril,Linea 4,0
4/12/2011,2011,Abril,Linea 6,0
4/12/2011,2011,Abril,Linea 3,107197
4/13/2011,2011,Abril,Linea 7,0
4/13/2011,2011,Abril,Linea 3,107070
4/13/2011,2011,Abril,Linea 4,0
4/13/2011,2011,Abril,Linea 6,0
4/13/2011,2011,Abril,Linea 1,375009
4/13/2011,2011,Abril,Linea 2,152331
4/13/2011,2011,Abril,Linea 5,0
4/14/2011,2011,Abril,Linea 4,0
4/14/2011,2011,Abril,Linea 5,0
4/14/2011,2011,Abril,Linea 7,0
4/14/2011,2011,Abril,Linea 1,377893
4/14/2011,2011,Abril,Linea 2,146393
4/14/2011,2011,Abril,Linea 6,0
4/14/2011,2011,Abril,Linea 3,108165
4/15/2011,2011,Abril,Linea 1,401028
4/15/2011,2011,Abril,Linea 3,114318
4/15/2011,2011,Abril,Linea 4,0
4/15/2011,2011,Abril,Linea 5,0
4/15/2011,2011,Abril,Linea 6,0
4/15/2011,2011,Abril,Linea 7,0
4/15/2011,2011,Abril,Linea 2,151301
4/16/2011,2011,Abril,Linea 7,0
4/16/2011,2011,Abril,Linea 5,0
4/16/2011,2011,Abril,Linea 1,209578
4/16/2011,2011,Abril,Linea 2,88216
4/16/2011,2011,Abril,Linea 6,0
4/16/2011,2011,Abril,Linea 3,78794
4/16/2011,2011,Abril,Linea 4,0
4/17/2011,2011,Abril,Linea 1,108507
4/17/2011,2011,Abril,Linea 7,0
4/17/2011,2011,Abril,Linea 2,48729
4/17/2011,2011,Abril,Linea 5,0
4/17/2011,2011,Abril,Linea 6,0
4/17/2011,2011,Abril,Linea 4,0
4/17/2011,2011,Abril,Linea 3,47663
4/18/2011,2011,Abril,Linea 3,92428
4/18/2011,2011,Abril,Linea 4,0
4/18/2011,2011,Abril,Linea 5,0
4/18/2011,2011,Abril,Linea 6,0
4/18/2011,2011,Abril,Linea 7,0
4/18/2011,2011,Abril,Linea 1,306104
4/18/2011,2011,Abril,Linea 2,106777
4/19/2011,2011,Abril,Linea 1,301240
4/19/2011,2011,Abril,Linea 5,0
4/19/2011,2011,Abril,Linea 6,0
4/19/2011,2011,Abril,Linea 3,93634
4/19/2011,2011,Abril,Linea 4,0
4/19/2011,2011,Abril,Linea 7,0
4/19/2011,2011,Abril,Linea 2,106550
4/20/2011,2011,Abril,Linea 4,0
4/20/2011,2011,Abril,Linea 6,0
