cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,1991,20396,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,1992,18905,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,1993,21467,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,1994,28143,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,1995,30046,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,1996,30519,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,1997,31015,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,1998,29869,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,1999,31759,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2000,34007,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2001,32686,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2002,31554,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2003,30679,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2004,34794,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2005,49258,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2006,58537,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2007,67631,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2008,72068,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2009,78202,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2010,84118,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2011,92378,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2012,100997,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2013,108280,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2014,124797,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2015,132844,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2016,140075,No especificada
